List,Syns
"[2, 0]","[[""Brown's sheath syndrome"", 'Brown tendon sheath syndrome', ""Brown's (tendon) sheath syndrome"", ""Brown's tendon sheath syndrome""], ['Internuclear ophthalmoplegia'], ['disorder of eye movements', 'eye movement disorder', 'ocular motility disease'], ['ophthalmoplegia', 'oculomotor paralysis', 'Total ophthalmoplegia'], ['Internuclear ophthalmoplegia'], ['internuclear ophthalmoplegia']]"
[2],"[['Monocular esotropia'], ['monocular esotropia'], ['Auditory Pathways'], ['esotropia', 'Convergence in manifest squint', 'Internal Strabismus', 'crossed eyes']]"
"[1, 0]","[[""Richter's syndrome"", 'Richter syndrome'], ['CLL', 'B-cell chronic lymphoid leukemia', 'B-cell chronic lymphocytic leukemia', 'chronic lymphocytic leukemia', 'chronic lymphatic leukemia']]"
"[1, 0]","[['Endoscopes, Gastrointestinal', 'Gastrointestinal Endoscopes'], ['thrombotic thrombocytopenic purpura', ""Moschcowitz's syndrome""]]"
[0],"[['hypersensitivity vasculitis'], ['anti-glomerular basement membrane disease', 'Goodpasture syndrome', 'anti-GBM disease'], ['Henoch-Sch@nlein purpura', 'Allergic purpura', 'Henoch-Schoenlein purpura', 'Henoch-Sch?nlein purpura', 'Autoimmune purpura'], ['IgA nephropathy', 'IGA glomerulonephritis', ""Berger's IgA or IgG nephropathy"", 'IgA glomerulonephritis', 'Focal Glomerulonephritis']]"
"[1, 0]","[['polyradiculopathy', 'Polyradiculopathy'], ['Cauda equina syndrome']]"
[0],"[['Thyroid insufficiency', 'hypothyroidism', 'Thyroid deficiency'], ['Myxedema'], ['myxedema']]"
[1],"[['Other seborrheic dermatitis'], ['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['Inflamed seborrheic keratosis'], ['inflamed seborrheic keratosis'], ['seborrheic keratosis']]"
[1],"[['Regular astigmatism'], ['Endometritis', 'Endomyometritis'], ['regular astigmatism']]"
"[1, 0]","[['Breech extraction'], ['beta thalassemia'], ['Toad, Argentine', 'Bufo arenarum'], ['Diverticulum of appendix'], ['Diverticulum of appendix']]"
"[1, 0]","[['Polymyxins', 'Polymyxin M', 'Polymyxin'], ['Cutaneous diphtheria', 'Cutaneous Diphtheria', 'cutaneous diphtheria']]"
[0],"[['primary cancer', 'cancer', 'malignant neoplasm', 'malignant tumor'], ['Dermatophytosis of foot', 'tinea pedis', ""Athlete's foot"", 'ringworm of foot'], ['Tinea Pedis', ""Athlete's Foot""]]"
[1],"[['facial nerve disease'], ['geniculate ganglionitis'], [""Bell's palsy"", 'facial weakness following cerebrovascular disease', 'Facial droop', 'Facial weakness'], ['Facial palsy', ""Bell's palsy""], ['Facial Palsy', 'facial paralysis'], [""Bell's (facial) palsy"", ""Bell's palsy"", 'Bell palsy']]"
"[1, 0]","[['Retinal dialysis', 'retinal perforation', 'Retinal tear', 'Retinal break'], ['macular holes', 'Macular hole']]"
"[1, 0]","[['locked-in syndrome', 'Locked in syndrome', 'Locked-in state'], ['tetraplegia', 'quadriplegia']]"
"[1, 0]","[['Coxiella burnetii'], ['Acetic Anhydrides'], ['Retrosternal thyroid goiter', 'Substernal goiter', 'substernal goiter'], ['Troponin Complex', 'Troponin', 'Troponins']]"
[1],"[['Duplication of intestine'], ['tuberculosis of intestine', 'intestinal tuberculosis'], ['Duplication of intestine']]"
"[1, 0]","[['Penile Lichen Sclerosus', 'balanitis xerotica obliterans'], ['Kraurosis of penis', 'leukoplakia of penis', 'Penile Leukoplakia']]"
[1],"[['Trigonitis with hematuria'], ['Specialty Boards'], ['Urethrotrigonitis', 'Trigonitis'], ['Urethrotrigonitis', 'Trigonitis'], ['trigonitis']]"
[1],"[['Atresia of bile ducts'], ['Bile Duct Diseases'], ['Atresia of bile ducts'], ['Congenital biliary atresia', 'biliary atresia, congenital', 'biliary atresia', 'Atresia of bile duct']]"
[2],"[['Duodenal Obstruction'], ['duodenal obstruction'], ['chronic duodenal ileus']]"
"[3, 0]","[['Genomes, Bacterial', 'Bacterial Genomes', 'Bacterial Genome', 'Genome, Bacterial'], ['Sarcocystosis', 'Sarcosporidiosis'], ['Sarcosporidiosis', 'sarcocystosis'], ['protozoal dysentery']]"
[3],"[['Mushroom-worker lung'], [""mushroom workers' lung""], [""Mushroom-worker's lung""], [""farmer's lung"", 'farmer lung', 'Farmers lung']]"
[1],"[['Foster-Kennedy syndrome'], ['optic nerve disease', 'optic nerve disorder', 'disorder of the second nerve', 'optic neuropathy'], ['Foster-Kennedy syndrome']]"
"[1, 0]","[['cherubism'], ['bone spur', 'osteophyte', 'bony outgrowth', 'orbital exostosis', 'exostosis']]"
"[1, 0]","[['Rhabdomyosarcoma of the prostate', 'prostate rhabdomyosarcoma'], ['Supported Employment', 'Employment, Supported']]"
"[2, 1, 0]","[['Nucleic Acids, Nucleotides, and Nucleosides'], ['encapsulated thymoma'], ['Prisoners of War']]"
"[1, 0]","[['mixed-type liposarcoma'], ['mixed type thymoma', 'Thymoma, mixed type']]"
"[1, 0]","[['osteosclerotic myeloma'], ['Isolated osseous plasmacytoma', 'Solitary plasmacytoma of bone', 'solitary osseous plasmacytoma']]"
[1],"[['Rhabdomyosarcoma of rectum', 'rectum rhabdomyosarcoma'], ['Procidentia, rectum', 'rectal prolapse'], ['Rhabdomyosarcoma of the breast', 'breast rhabdomyosarcoma']]"
[2],"[['dermatosclerosis', 'scleroderma'], ['localised morphoea', 'Scleroderma, circumscribed or localized', 'localized scleroderma', 'circumscribed scleroderma', 'Morphea', 'localized morphea'], ['Symbolic Interactionism']]"
"[1, 0]","[['deep keratitis'], ['deep angioma']]"
"[1, 0]","[['pleuropulmonary blastoma', 'Pleuropulmonary blastoma'], ['Post-traumatic osteoarthritis, unspecified site', 'Post-traumatic osteoarthritis NOS']]"
"[1, 0]","[['Palmar Plate', 'Metacarpophalangeal Volar Plate', 'Volar Plate, Metacarpophalangeal', 'Volar Plate, Finger', 'Volar Plate, Thumb'], ['glomeruloid hemangioma', 'Glomeruloid hemangioma']]"
"[1, 0]","[['esophageal adenoid cystic carcinoma', 'adenoid cystic carcinoma, esophagus'], ['esophageal leukoplakia', 'Leukoplakia of esophagus']]"
"[1, 0]","[['cervical adenomyoma'], ['cervical incompetence']]"
[1],"[['Infections of the genital tract in pregnancy'], ['obsolete central nervous system AIDS arteritis'], ['Infections of the genital tract in pregnancy']]"
"[1, 0]","[['Papillary Syringadenoma', 'Papillary syringadenoma', 'Syringocystadenoma papilliferum', 'syringocystadenoma papilliferum'], ['papillary hidradenoma']]"
[1],"[['sclerosing liposarcoma'], ['atypical lipomatous tumor'], ['inflammatory liposarcoma', 'Inflammatory liposarcoma'], ['vulvar liposarcoma']]"
"[3, 1]","[['AIDS phobia'], ['L Forms'], ['Aids, Pharmaceutic', 'Pharmaceutic Aids', 'Pharmaceutical Aids', 'Aids, Pharmaceutical'], ['L-Serine', 'Serine']]"
"[1, 0]","[['meningioma of Diaphragm Sellae', 'diaphragma sellae meningioma'], ['Ralstonia pickettii']]"
"[1, 0]","[['cranial pseudosarcomatous fasciitis'], ['Rupture of synovium, ankle, foot and toes']]"
[1],"[['Xeroderma of eyelid'], ['Behçet disease'], ['Xeroderma of right upper eyelid'], ['xeroderma of eyelid']]"
[1],"[['Otogenic vertigo', ""Mnire's vertigo"", 'Meniere disease', ""Meniere's disease""], ['endolymphatic hydrops', 'labyrinthine hydrops'], [""Ménière's Vertigo"", ""Meniere's Disease"", 'Ménière Disease', ""Ménière's Disease"", 'Aural Vertigo', 'Auditory Vertigo', 'Otogenic Vertigo', 'Vertigo, Aural', ""Meniere's Syndrome"", 'Meniere Disease']]"
"[2, 1, 0]","[['Orbital Evisceration', 'Orbit Evisceration'], ['CD-I', 'Compact Disk Interactive', 'Interactive Compact Disk'], ['orbital sarcoma', 'orbit sarcoma']]"
[2],"[['Borderline lepromatous leprosy', 'BL leprosy'], ['Borderline lepromatous leprosy', 'BL leprosy'], ['Sulfonphthal', 'Phenolsulfonphthalein', 'Sulphental', 'Phenol Red', 'Sulphonthal']]"
[2],"[['Syphilitic aneurysm of aorta'], ['Aortic aneurysm and dissection', 'traumatic aortic aneurysm', 'aortic ectasia'], ['Other injury of abdominal aorta'], ['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm']]"
"[1, 0]","[['Granulomatous prostatitis'], ['Trichomonal prostatitis']]"
"[3, 2]","[['Osteolysis, shoulder'], ['Effusion, shoulder'], ['Zoster conjunctivitis'], ['Atropines', 'Atropine Derivatives']]"
[1],"[['Pulmonary cryptococcosis'], ['Pulmonary tularaemia'], ['Pulmonary cryptococcosis']]"
"[1, 0]","[['Malignant neoplasm of short bones of upper limb'], ['Other disorders of continuity of bone, humerus']]"
"[1, 0]","[['Unspecified sprain of left ring finger'], ['Malignant neoplasm of axillary tail of left female breast']]"
[0],"[['Extrapyramidal Tracts'], ['Major histocompatibility complex class II deficiency'], ['Major histocompatibility complex class II deficiency']]"
[2],"[['Antigen Receptor', 'Antigen Receptors', 'Receptors, Antigen'], ['Trypanosoma cruzi PEPCK', 'Phosphoenolpyruvate Carboxykinase (ATP)', 'ATP-Dependent Phosphoenolpyruvate Carboxykinase', 'T. cruzi PEPCK'], ['Microchip Electrophoresis', 'Electrophoresis, Microchip'], ['Lipoxin Receptors', 'Receptors, Lipoxin'], ['Lymphocyte function antigen-1 [LFA-1] defect'], ['Lymphocyte function antigen-1 [LFA-1] defect'], ['T-Cell Antigen Receptor', 'T-Cell Receptor', 'Receptors, T-Cell Antigen', 'T-Cell Receptors', 'Receptors, Antigen, T-Cell', 'Antigen Receptors, T-Cell']]"
[0],"[['Oxosteroids', 'Ketosteroids'], ['Manganese deficiency'], ['Manganese deficiency']]"
[0],"[['Other fluid overload'], ['Body Fluids'], ['Body of pancreas']]"
[1],"[['Other vascular dementia'], ['Bile Canaliculi'], ['Vascular dementia']]"
"[1, 0]","[['Corticobasal degeneration'], ['Cholangitis, Primary Sclerosing', 'Sclerosing Cholangitis', 'Primary Sclerosing Cholangitis', 'Cholangitis, Sclerosing', 'Cholangiitis, Sclerosing']]"
"[1, 0]","[['Choroidal rupture, right eye'], ['Punctate keratitis, right eye']]"
[2],"[['Other vitreous opacities, left eye'], ['Iridodialysis, left eye'], ['Minor opacity of cornea, left eye']]"
"[1, 0]","[['Shikimic Acid'], ['Stromal corneal pigmentations, bilateral']]"
"[1, 0]","[['Unionidae', 'Mussels, Native', 'Unionids'], ['Hyphema', 'traumatic hyphema']]"
"[1, 0]","[['Toxic effect of venom of centipedes and venomous millipedes'], ['Toxic maculopathy, bilateral']]"
[0],"[['Primary blast injury of left ear'], ['Labyrinthine fistula, left ear'], ['Labyrinthine dysfunction, left ear']]"
"[1, 0]","[['Presbycusis, left ear'], ['Contusion of left ear']]"
"[1, 0]","[['Dissection of aorta'], ['Androstenols', 'Hydroxyandrostenes']]"
"[1, 0]","[['Hemopneumothorax', 'Hemothorax'], ['Pleurisy', 'pleurisy with effusionJ90']]"
"[1, 0]","[['Horizontal alveolar bone loss'], ['Methanospirillaceae', 'Methanospirillum']]"
"[1, 0]","[['Carbuncle of right foot'], ['Metatarsalgia, right foot']]"
[0],"[['Other specified conditions of integument specific to newborn'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Systemic sclerosis [scleroderma]', 'circumscribed scleroderma', 'neonatal scleroderma']]"
"[1, 0]","[['Pneumococcal polyarthritis'], ['Staphylococcal polyarthritis']]"
[2],"[['Other instability, left hip'], ['Other sprain of left hip'], ['Hemarthrosis, left hip']]"
[1],"[['Xiphophorus', 'Mosquito Fish', 'Gambusia', 'Platyfish', 'Cyprinodontiformes'], ['Effusion, elbow'], ['Deuteroporphyrins', 'Cobalt Deuteroporphyrin']]"
[0],"[['Unspecified anomaly of jaw size'], ['Proximal Kidney Tubule', 'Kidney Tubules, Proximal', 'Proximal Renal Tubule'], ['Kidney Tubules']]"
[0],"[['Diastasis of muscle', 'diastasis recti complicating pregnancy, labor and delivery', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
"[1, 0]","[['Sternotomy', 'Median Sternotomy'], ['Ganglion, wrist'], ['Barium Radioisotopes'], ['Barium Enema']]"
[0],"[['Epiphyseal arrest'], ['Other bursitis, not elsewhere classified, hand'], ['Bursitis of hand'], ['Bursitis of hand']]"
[1],"[['Postsurgical lordosis'], ['Lymphocyte Transfusion'], ['Postsurgical lordosis']]"
[0],"[['Congenital fusion of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Other congenital malformations of ribs'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome']]"
"[1, 0]","[['Visuospatial deficit'], ['Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome']]"
"[1, 0]","[['Certification Level', 'Certification'], ['Abnormal blood-gas level']]"
[2],"[['Dissociative convulsions'], ['Dissociative Anesthetics', 'Anesthetics, Dissociative'], ['Blister (nonthermal) of right shoulder']]"
"[1, 0]","[['External constriction of right thumb'], ['Periodical Index']]"
[3],"[['Placebo Effect'], ['Greenhouse Effect'], ['Other effects of lightning'], ['Diuretics', 'Diuretic Effects', 'Diuretic Effect', 'Diuretic']]"
[1],"[['Imprisonment and other incarceration'], ['Displacement of implanted urinary sphincter'], ['Imprisonment and other incarceration']]"
[2],"[['Fall from cliff'], ['Fall from cliff'], ['Fall (on)(from) escalator'], ['Fall from heelies']]"
"[1, 0]","[['Fall from dock'], ['Other fall on same level']]"
"[1, 0]","[['Mucosal Tissue', 'Muscularis Mucosae', 'Mucous Membranes', 'Mucosa', 'Mucous Membrane', 'Lamina Propria'], ['Struck by turkey']]"
"[1, 0]","[['Strychnine Nitrate', 'Strychnine'], ['Activity, golf']]"
"[1, 0]","[['Activity, rough housing and horseplay'], ['Activity, volleyball (beach) (court)']]"
"[1, 0]","[['Aeromonas hydrophila'], ['Exercise counseling']]"
"[1, 0]","[['Fundus of stomach'], ['Cervicogenic Headache', 'Post-Traumatic Headache']]"
[3],"[['Uranium Compounds'], ['Bromine compounds'], ['Bromine Compounds'], ['Wernicke encephalopathy']]"
"[1, 0]","[['Enhancement, Genetic', 'Genetic Enhancements', 'Enhancements, Genetic', 'Genetic Enhancement'], ['traumatic hyphaemaS05.1', 'Hyphaema']]"
"[2, 1, 0]","[['Excessive weight gain in pregnancy', 'gestational oedemaO12.0O12.2'], ['Physical Fitness'], ['Cardiorespiratory Fitness']]"
"[1, 0]","[['Optical Illusions'], ['Other antepartum haemorrhage']]"
"[1, 0]","[['Physical violence'], ['Cardiorespiratory failure', 'Respiratory arrest']]"
"[1, 0]","[['Burn of oesophagus'], ['Burns, Electric', 'Electric Burns']]"
[0],"[['Mammalian Embryo', 'Embryonic Structures, Mammalian', 'Mammalian Embryo Structures', 'Embryo, Mammalian', 'Mammalian Embryonic Structures'], ['Local anaesthetics'], ['Local anaesthetics']]"
"[1, 0]","[['Malignant hyperthermia due to anaesthesia'], ['Azotobacter vinelandii']]"
"[1, 0]","[['Hair transplant'], ['Hair Follicle']]"
"[1, 0]","[['Central Tolerance'], ['Leuconostoc mesenteroides']]"
"[1, 0]","[['Tongue Habits'], ['Kefir', 'Kefir Grains']]"
"[1, 0]","[['In Vivo Dosimetry'], ['Building Codes']]"
"[1, 0]","[['Hemoglobin C'], ['Dosimeters', 'Radiation Dosimeter', 'Radiation Dosimeters']]"
"[2, 1, 0]","[['Study Guide'], ['Tuberculin Test'], ['Neutralization Tests']]"
"[1, 0]","[['South Dakota'], ['Caribbean Netherlands']]"
"[1, 0]","[['Tobacco Smoking', 'Smoking, Tobacco'], ['Cigarette Smoking']]"
[3],"[['Religion and Science'], ['Cognitive Science'], ['Rumination, Cognitive'], ['Autoimmune Response', 'Autoimmunity']]"
[0],"[['Hemodynamic Monitoring'], ['Elbow Prosthesis'], ['Periodontal Prosthesis']]"
"[1, 0]","[['Cystadenoma, Mucinous'], ['Aluminum Silicates']]"
[2],"[['Magnesium Silicates'], ['Silicate Cement'], ['Frog Venoms', 'Amphibian Venom', 'Toad Venom', 'Toad Venoms', 'Frog Venom', 'Amphibian Venoms']]"
"[1, 0]","[['Animal Communication'], ['Toxoplasmosis, Animal']]"
"[1, 0]","[['Thiamin Triphosphate', 'Thiamine Triphosphate'], ['Antibiotics, Antitubercular']]"
"[1, 0]","[['6-O-Methylerythromycin', 'Biaxin', 'Clarithromycin', 'A-56268', 'TE-031'], ['Aspergillus nidulans']]"
[0],"[['Vitelline Membrane'], ['Basilar Membrane'], ['Chorioallantoic Membrane']]"
[0],"[['Biophysics', 'Mechanobiology'], ['Genome, Viral', 'Viral Genome'], ['Virus Particle', 'Virion', 'Viral Particles', 'Viral Particle'], ['Genome, Archaeal']]"
[2],"[['Book Illustrations'], ['Books, Illustrated', 'Book Illustration', 'Illustrated Books'], ['Personalized Medicine', 'Precision Medicine', 'Individualized Medicine'], ['Book Selection']]"
"[1, 0]","[['Bony Callus', 'Callus'], ['Temporal Muscle']]"
"[1, 0]","[['Catalogs as Topic'], ['Phosphorylase b']]"
[0],"[['Centrifugation, Zonal'], ['Hospital Formularies', 'Formularies, Hospital', 'Formulary, Hospital', 'Hospital Formulary'], ['Cost, Hospital', 'Costs, Hospital', 'Hospital Costs']]"
"[1, 0]","[['Thienamycins', 'Antibiotics, Thienamycin'], ['Chlormethazanone', 'Chlormezanone']]"
[0],"[['Edwardsiella ictaluri'], ['Classical Complement Pathway', 'Complement Activation Pathway, Classical', 'Complement Pathway, Classical', 'Classical Complement Activation Pathway'], ['Classical Pathway C3-C5 Convertases', 'Complement C3-C5 Convertases, Classical Pathway']]"
"[1, 0]","[['Protein Refolding'], ['Contractile Proteins']]"
[1],"[['Dental Informatics'], ['Dental Audit', 'Audits, Dental', 'Audit, Dental', 'Dental Audits'], ['Dental Prophylaxis', 'Prophylaxis, Dental'], ['Dental Licensure', 'Licensure, Dental'], ['Philosophy, Dental', 'Dental Philosophies', 'Philosophies, Dental', 'Dental Philosophy']]"
"[1, 0]","[['Technician, Dental', 'Dental Technician', 'Dental Technicians', 'Technicians, Dental'], ['Isosorbide', 'Dianhydrosorbitol']]"
"[1, 0]","[['Middle Aged', 'Middle Age'], ['Demeton', 'Disulfoton', 'Di-Syston', 'Thiodemeton', 'Disyston']]"
"[1, 0]","[['Drug Storage'], ['Drug Combinations']]"
"[1, 0]","[['Medicalization'], ['Durable Medical Equipment', 'Equipment, Durable Medical', 'Equipment, Medical, Durable', 'Medical Equipment, Durable']]"
"[1, 0]","[['Nonsense Mediated mRNA Decay', 'Nonsense-Mediated mRNA Decay'], ['Elbow Joint']]"
[1],"[['Professional Practice'], ['Thermoluminescent Dosimetry'], ['Group Practice'], ['Family Practice']]"
"[1, 0]","[['Transcription Start Site', 'Transcription Initiation Site'], ['Fetal Macrosomia', 'Macrosomia, Fetal']]"
"[1, 0]","[['DNA Polymerase IV', 'DNA Polymerase beta'], ['Fibroblast Growth Factors', 'Fibroblast Growth Regulatory Factor', 'Fibroblast Growth Factor', 'DNA Synthesis Factor']]"
"[1, 0]","[['Nucleic Acid Hybridization', 'Genomic Hybridization'], ['Litomosoides', 'Filarioidea']]"
[3],"[['Microbiology, Industrial', 'Industrial Microbiology'], ['Food Industry'], ['Microbiology, Food', 'Food Microbiology'], ['Food and Beverages']]"
"[1, 0]","[['Rehabilitation', 'Habilitation'], ['Fractures, Ununited']]"
"[1, 0]","[['Dietary Sodium', 'Sodium, Dietary'], ['Gestalt Theory']]"
"[1, 0]","[['H-Reflexes', 'H-Reflex', 'H Reflex'], ['Prostaglandins H']]"
[0],"[['Hospital Auxiliaries', 'Auxiliary, Hospital', 'Auxiliaries, Hospital', 'Hospital Auxiliary'], ['Legislation, Hospital', 'Hospital Legislation'], ['Pediatric Hospitals', 'Hospitals, Pediatric']]"
[0],"[['Perforating Fasciculus', 'Perforant Pathway', 'Perforant Path'], ['Hospital Medicine'], ['Nuclear Medicine Departments, Hospital', 'Nuclear Medicine Department, Hospital', 'Hospital Nuclear Medicine Departments', 'Hospital Nuclear Medicine Department'], ['Packaged Hospitals', 'Hospitals, Packaged']]"
[1],"[['Transducers, Pressure'], ['Hydrostatic Pressure'], ['Clypeasteroida', 'Sand-Dollar', 'Echinoidea', 'Sea Urchins', 'Sand Dollars']]"
"[1, 0]","[['Insect Control'], ['Insect Vectors']]"
"[1, 0]","[['Medical Secretaries', 'Secretary, Medical', 'Medical Secretary', 'Secretaries, Medical'], ['Medical Legislation', 'Legislation, Medical']]"
"[1, 0]","[['Marine Toxins'], ['Kidney, Cystic', 'Kidney Diseases, Cystic', 'Cystic Kidney Diseases', 'Cystic Renal Diseases']]"
"[1, 0]","[['Indigency, Medical', 'Medical Indigency'], ['Medical Tourism']]"
"[1, 0]","[['Reproductive Medicine', 'Medicine, Reproductive'], ['Medicine in Literature']]"
"[1, 0]","[['Mothers', ""Mothers' Clubs""], ['Alpinia', 'Galanga', 'Alpinia galanga']]"
"[1, 0]","[['Nerve Endings'], ['Spinal Nerves']]"
"[1, 0]","[['Sea Star', 'Seastar', 'Starfish', 'Starfishes'], ['North Sea']]"
"[1, 0]","[['Oedipus Complex'], ['Photorefractive Keratectomy']]"
"[1, 0]","[['Pentanoates', 'Valerates'], ['Ovum Transport']]"
"[1, 0]","[['Phosphoramide Mustards'], ['RNA, Chloroplast', 'Chloroplast RNA']]"
"[1, 0]","[['Trichodermol', 'Trichodermin'], ['Phthalic Anhydrides']]"
"[1, 0]","[['Pregnancy, Abdominal', 'Abdominal Pregnancy'], ['Pregnancy, Quintuplet']]"
"[1, 0]","[['Proteins, Ribosomal', 'Ribosomal Proteins', 'Ribosomal Protein'], ['Plasma Protein Binding Capacity', 'Protein Binding']]"
"[1, 0]","[['Habropetalum', 'Dioncophyllum', 'Dioncophyllaceae', 'Triphyophyllum'], ['Spherocytosis, Hereditary']]"
"[1, 0]","[['Angelica archangelica'], ['Thiamine Deficiency', 'Deficiency, Thiamine']]"
"[1, 0]","[['Candida tropicalis'], ['Thyroiditis, Autoimmune', 'Thyroiditis, Lymphocytic', 'Thyroiditis, Lymphomatous', 'Autoimmune Thyroiditis']]"
"[1, 0]","[['Palatine Tonsil', 'Tonsil, Palatine', 'Tonsil'], ['Aphasmidia', 'Adenophorea']]"
"[1, 0]","[['Biology, Developmental', 'Developmental Biology'], ['Toxins, Biological']]"
"[1, 0]","[['Turpentine, Oil', 'Turpentine'], ['Statistical Distributions']]"
"[1, 0]","[['Pregnant Woman', 'Women, Pregnant', 'Pregnant Women'], ['Women, Working', 'Woman, Working', 'Working Women']]"
"[1, 0]","[['Ectodysplasins', 'Ectodysplasin A, Isoform 2', 'Ectodysplasin', 'Ectodysplasin A, Isoform 1', 'Ectodysplasin A1', 'Ectodysplasin A2', 'Ectodysplasin-A'], ['2-Aminopurine']]"
"[1, 0]","[['Donors, Living', 'Living Donors'], ['Blot, Southern', 'Southern Blot', 'Southern Blotting', 'Blotting, Southern']]"
[0],"[['Hemimegalencephaly', 'Unilateral Megalencephaly', 'Unilateral Macrocephaly'], ['Duplicate Publication'], ['Publication Formats']]"
[1],"[['DNA Breaks', 'DNA Break'], ['Footprints, DNA', 'DNA Footprinting'], ['DNA, Algal', 'Algal DNA']]"
"[1, 0]","[['Idazoxan Hydrochloride', 'RX-781094', 'Idazoxan'], ['Vapor Pressure']]"
"[1, 0]","[['Pausinystalia', 'Corynanthe johimbe', 'Pausinystalia yohimbe', 'Yohimbe', 'Pausinystalia johimbe'], ['Myringosclerosis', 'Tympanosclerosis']]"
"[1, 0]","[['Twinning, Monozygotic'], ['Venous Thromboembolism', 'Thromboembolism, Venous']]"
"[1, 0]","[['Vibrio alginolyticus'], ['Vibrio vulnificus']]"
"[1, 0]","[['Subretinal Fluid'], ['Light-Harvesting Antenna Complexes', 'Light-Harvesting Chlorophyll Protein', 'Light-Harvesting Protein Complexes', 'Antenna Complexes, Light-Harvesting', 'Light-Harvesting Chlorophyll Protein Complexes']]"
"[1, 0]","[['Body Size'], ['HIV Serosorting']]"
"[1, 0]","[['Transfusion Medicine'], ['Bariatric Medicine']]"
"[1, 0]","[['Ventral Striatum'], ['Antithrombin Proteins']]"
"[1, 0]","[['Image Cytometry', 'Cytometry, Image'], ['Chronobiology Discipline']]"
"[1, 0]","[['obsessive-compulsive disorder', 'Obsessive-compulsive behavior'], ['Cutis marmorata (disorder)', 'obsolete cutis marmorata', 'Cutis Marmorata']]"
[2],"[['Vancomycin Resistance'], ['Resistance to vancomycin'], ['Methicillin Resistance', 'Methicillin-Resistant'], ['Resistance to vancomycin']]"
"[1, 0]","[['Biological Evolution'], ['Evolution, Planetary', 'Planetary Evolution']]"
