List,Syns
[3],"[['critical illness polyneuropathy'], ['polyneuropathy'], ['Other polyneuropathies'], ['meningoencephalitis', 'Meningoencephalitis'], ['neuropathy', 'peripheral neuropathy']]"
"[1, 0]","[['glucose intolerance', 'Glucose: intolerance', 'Glucose: malabsorption', 'Malabsorption of glucose'], ['Prediabetes', 'prediabetic state', 'prediabetes syndrome']]"
[1],"[['renal failure', 'kidney failure'], ['UREMIA OF renal ORIGIN', 'uremia'], ['Kidney Insufficiency', 'Renal Failure', 'Renal Insufficiency', 'Kidney Failure']]"
[2],"[['Placenta praevia'], ['placenta praevia'], ['Circumvallate placenta']]"
"[2, 1]","[['IgA glomerulonephritis', ""Berger's IgA or IgG nephropathy"", 'IGA glomerulonephritis', 'IgA nephropathy', 'Focal Glomerulonephritis'], ['Henoch-Sch@nlein purpura', 'Henoch-Sch?nlein purpura', 'Henoch-Schoenlein purpura', 'Autoimmune purpura', 'Allergic purpura'], ['hypersensitivity vasculitis'], ['Goodpasture syndrome', 'anti-GBM disease', 'anti-glomerular basement membrane disease']]"
"[1, 0]","[['Cauda equina syndrome'], ['polyradiculopathy', 'Polyradiculopathy']]"
[1],"[['Myxedema'], ['Thyroid insufficiency', 'Thyroid deficiency', 'hypothyroidism'], ['myxedema']]"
"[1, 0]","[['protein-energy malnutrition'], ['Nutritional atrophy', 'marasmus', 'Nutritional marasmus']]"
[0],"[['beta thalassemia'], ['Diverticulum of appendix'], ['Diverticulum of appendix']]"
"[1, 0]","[['delusional disorder'], ['Paraphrenia - late', 'chronic paranoid schizophrenia', 'paranoid schizophrenia', 'Paranoid type schizophrenia', 'Paraphrenic schizophrenia']]"
"[1, 0]","[['Macular hole', 'macular holes'], ['Retinal dialysis', 'Retinal tear', 'Retinal break', 'retinal perforation']]"
"[1, 0]","[['tetraplegia', 'quadriplegia'], ['locked-in syndrome', 'Locked in syndrome', 'Locked-in state']]"
[0],"[['Crops, Agricultural', 'Agricultural Crops'], ['Other diseases of capillaries'], ['capillary disease', 'disease of capillaries'], ['Other diseases of capillaries'], ['Diseases of capillaries'], ['Diseases of capillaries']]"
[1],"[['Necrotizing Sialometaplasia', 'Sialometaplasia, Necrotizing'], ['Godwin tumor', 'benign lymphoepithelial lesion of salivary gland'], ['necrotizing sialometaplasia', 'Necrotizing sialometaplasia']]"
"[1, 0]","[['potassium deficiency', 'obsolete potassium deficiency', 'K deficiency'], ['Bufanolides', 'Bufadienolides']]"
[2],"[['Duodenal Obstruction'], ['duodenal obstruction'], ['chronic duodenal ileus']]"
[0],"[['excessive tearing', 'Excessive tear production', 'Watering eye', 'Epiphora'], ['Pleural Neoplasms', 'Neoplasms, Pleural'], ['lacrimal apparatus disease']]"
"[1, 0]","[['midline cystocele'], ['Cystocele, midline']]"
"[1, 0]","[['Hippel Lindau syndrome', 'von Hippel-Lindau disease', 'Von Hippel-Lindau syndrome', 'von Hippel-Lindau syndrome'], ['Colonic hamartomatous polyp', 'Peutz Jeghers colon polyp', 'Peutz-Jeghers polyp of small Intestine', 'Peutz Jeghers polyp', 'Peutz-Jeghers syndrome']]"
[0],"[['Pannus (corneal)'], ['Corneal ectasia'], ['corneal ectasia']]"
[1],"[['sarcocystosis', 'Sarcosporidiosis'], ['protozoal dysentery'], ['Sarcosporidiosis', 'Sarcocystosis']]"
[1],"[['root resorption'], ['Unspecified astigmatism'], ['Root Resorption']]"
[2],"[['Foster-Kennedy syndrome'], ['Foster-Kennedy syndrome'], ['optic neuropathy', 'disorder of the second nerve', 'optic nerve disease', 'optic nerve disorder']]"
[1],"[['Other diseases of spleen'], ['neuromuscular disease'], ['diastrophic dysplasia'], ['Diastrophic dysplasia'], ['Diseases of spleen'], ['Diseases of spleen']]"
"[1, 0]","[['osteophyte', 'bony outgrowth', 'bone spur', 'exostosis', 'orbital exostosis'], ['cherubism']]"
[0],"[['sex development disorder', 'sex differentiation disease'], ['hermaphroditism'], ['pseudohermaphroditism', 'Indeterminate sex and pseudohermaphroditism']]"
[2],"[['Telogen effluvium'], ['Telogen effluvium'], ['Phosphorus Metabolism Disorders'], ['telogen effluvium', 'Telogen effluvium'], ['pili annulati', 'telogen effluvium', 'monilethrix', 'Hair color and hair shaft abnormalities'], ['Disorders of copper metabolism'], ['Congenital morphological disturbances of hair, not elsewhere classified', ""Menkes' kinky hair syndrome"", 'Beaded hair', 'Pili annulatiBeaded hair']]"
"[1, 0]","[['Chorioepithelioma', 'choriocarcinoma'], ['neoplasm of placenta', 'malignant neoplasm of placenta', 'Placental tumors', 'malignant Placental tumor', 'placenta cancer']]"
"[12, 7]","[['Underdosing of aspirin'], ['Underdosing of other opioids'], ['Underdosing of salicylates'], ['Underdosing of digestants'], ['Underdosing of rifampicins'], ['Underdosing of immunoglobulin'], ['Underdosing of emetics'], ['Asphyxia', 'Suffocation'], ['Underdosing of macrolides'], ['Underdosing of benzodiazepines'], ['Axenic Culture', 'Axenic Cultures'], ['Underdosing of other parasympathomimetics'], ['Tactile epilepsy', 'tactile epilepsy'], ['Underdosing of other narcotics'], ['Underdosing of anthelminthics']]"
[0],"[['Wallflower', 'Erysimum'], ['mucinous adenofibroma'], ['mucinous cystadenofibroma']]"
"[1, 0]","[['pulmonary tuberculosis'], ['tuberculous pneumothorax']]"
"[1, 0]","[['small cell sarcoma'], ['Sarcoma, Small Cell']]"
"[1, 0]","[['papillary carcinoma', 'Papillary carcinoma'], ['Carcinoma, Papillary']]"
"[1, 0]","[['Sheltered Workshops'], ['bipolar disorder', 'bipolar depression', 'Manic Bipolar Affective disorder', 'Manic bipolar I disorder', 'Manic Depressive disorder', 'Depressive-manic psych.']]"
"[1, 0]","[['paralytic ileus'], ['intestinal Pseudo-obstruction', 'intestinal pseudo-obstruction', 'Pseudo-obstruction of intestine', 'intestine pseudoobstruction']]"
"[7, 6, 2]","[['sarcoma of anus', 'anus sarcoma'], ['Other sarcomas of liver'], ['Other anxiety disorders'], ['Underdosing of aminoglycosides'], ['During administration of enema'], ['Other sarcomas of liver'], ['Calcium Ionophores'], ['Transportation Facilities']]"
"[1, 0]","[['cervical Mullerian adenosarcoma', 'cervical adenosarcoma', 'cervical Muellerian adenosarcoma'], ['Struck by horse']]"
"[1, 0]","[['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['seborrheic keratosis']]"
"[1, 0]","[['Carcinoma, Large Cell'], ['large cell carcinoma']]"
[0],"[['uremic neuropathy'], ['Abnormal posture'], ['Abnormal posture']]"
[2],"[['myoepithelial carcinoma'], ['cholangiolocellular carcinoma'], ['Carcinoma, Mucoepidermoid']]"
[2],"[[""obsolete bone metastatic Ewing's sarcoma""], [""obsolete metastatic Ewing's sarcoma"", ""Ewing's sarcoma, metastatic""], ['Balneology', 'Balneotherapy']]"
"[1, 0]","[['cellular leiomyoma'], ['Benign essential microscopic hematuria']]"
[2],"[['Spinal enthesopathy, thoracic region'], ['Spinal enthesopathy, lumbosacral region'], ['glomangiosarcoma', 'malignant Glomus neoplasm']]"
[0],"[['atypical lipomatous tumor'], ['vulvar liposarcoma'], ['inflammatory liposarcoma', 'Inflammatory liposarcoma'], ['sclerosing liposarcoma']]"
[5],"[['pulmonary valve disease', 'pulmonary valve disorder'], ['Pulmonary Valve', 'Valve, Pulmonary', 'Valves, Pulmonary', 'Pulmonary Valves'], ['Other pulmonary aspergillosis'], ['Other pulmonary aspergillosis'], ['Pulmonary valve disorders in diseases classified elsewhere'], ['Streptococcus bovis']]"
[1],"[['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma'], ['Other specified hyperalimentation']]"
[3],"[['Cervical disc disorder with radiculopathy, unspecified cervical region'], ['Cervical disc disorder, unspecified, mid-cervical region'], ['Cervical disc disorder with radiculopathy, mid-cervical region'], ['purine-pyrimidine metabolic disorder', 'inborn errors of purine-pyrimidine metabolism']]"
"[1, 0]","[['Mental Fatigue', 'Fatigue, Mental'], ['micropapillomatosis labialis']]"
"[1, 0]","[['Abuse of laxatives'], ['amphetamine abuse']]"
"[1, 0]","[['Seborrhoeic eczema', 'seborrheic dermatitis', 'SKIN SEBORRHEIC', 'Seborrhoeic dermatitis', 'seborrhea'], [""Duhring's disease"", 'Dermatosis herpetiformis', 'Dermatitis herpetiformis', 'dermatitis herpetiformis']]"
[5],"[['Other injury of liver'], ['liver fibroma', 'Fibroma of the Liver'], ['Liver, unspecified'], ['Provinols', 'Polyphenols'], ['Injury of liver'], ['Cranial Irradiation'], ['Liver Regeneration']]"
"[1, 0]","[[""Mnire's vertigo"", 'Meniere disease', 'Otogenic vertigo', ""Meniere's disease""], ['labyrinthine hydrops', 'endolymphatic hydrops']]"
"[2, 1, 0]","[['Other tuberculosis of eye', 'Tuberculous conjunctivitis'], ['Onchocerciasis with glaucoma'], ['Glaucoma in diseases classified elsewhere', 'glaucoma (in) tuberculous', 'glaucoma (in) syphilis', 'glaucoma (in) onchocerciasis']]"
[2],"[['Cervicofacial actinomycosis'], ['Cervicofacial actinomycosis'], ['Actinomycosis, Cervicofacial']]"
"[1, 0]","[['Acute cyclitisiridocyclitis, iritis, uveitis (due to) (in) diphtheria', 'Acute anterior uveitis', 'Subacute anterior uveitis', 'iridocyclitis, iritis, uveitis (due to) (in) syphilis', 'Acute and subacute iridocyclitis'], ['Other late congenital syphilitic oculopathy']]"
[2],"[['Mucocutaneous leishmaniasis'], ['Mucocutaneous leishmaniasis'], ['Leishmaniasis, Mucocutaneous']]"
[1],"[['Malignant neoplasm of upper-inner quadrant of left male breast'], ['Unspecified lump in the left breast, upper inner quadrant'], ['Malignant neoplasm of upper-inner quadrant of breast, male']]"
[1],"[['benign carcinoid tumor of the rectum', 'Benign neoplasm of rectum'], ['adenomatous polyp', 'Rectal polyp'], ['Benign carcinoid tumor of the rectum']]"
[1],"[['Estrogen excess'], ['Predatory Behavior'], ['Convergence excess'], ['Estrogen excess']]"
"[1, 0]","[['Premature menopause'], ['Menopause, Premature']]"
[0],"[['Carnitine deficiency due to hemodialysis', 'Iatrogenic carnitine deficiency', 'Carnitine deficiency due to Valproic acid therapy', 'Iatrogenic carnitine deficiencyCarnitine deficiency due to hemodialysis'], ['Chondrodysplasia punctata', 'Rhizomelic chondrodysplasia punctata'], ['chondrodysplasia punctata NOS', 'Rhizomelic chondrodysplasia punctata']]"
[3],"[['Other lactose intolerance'], ['Lactose intolerance'], ['Other lactose intolerance'], ['Paranoid Behavior'], ['Lactose intolerance']]"
[2],"[['Disorders of glycosaminoglycan metabolism'], ['Disorders of glycosaminoglycan metabolism'], ['Other mitochondrial metabolism disorders']]"
"[1, 0]","[['Conjunctivitis, unspecified'], ['Unspecified conjunctivitis']]"
"[1, 0]","[['Recurrent pterygium of eye, bilateral'], ['Eye Banks']]"
[2],"[['Scleral ectasia, right eye'], ['Scleral ectasia, left eye'], ['Eye Manifestations'], ['Paresis of accommodation, right eye']]"
[2],"[['Unspecified keratitis'], ['Unspecified superficial keratitis'], ['Keratitis, unspecified']]"
"[1, 0]","[['Unspecified retinal break'], ['Retinal neovascularization, unspecified']]"
"[1, 0]","[['Glaucoma, unspecified'], ['Unspecified glaucoma']]"
"[1, 0]","[['Other paralytic strabismus'], ['omega-Conotoxin', 'omega-Conotoxins']]"
"[1, 0]","[['Strabismus, unspecified'], ['Unspecified strabismus']]"
"[1, 0]","[['Unspecified otitis externa'], ['Otitis externa, unspecified']]"
"[1, 0]","[['Otosclerosis, unspecified'], ['Unspecified otosclerosis']]"
[2],"[['Unspecified chronic gastritis with bleeding'], ['Chronic iridocyclitis'], ['Dentofacial functional abnormalities, unspecified'], ['Chronic superficial gastritis with bleeding']]"
[0],"[['Fatty Alcohols'], ['Alcoholic fatty liver'], ['Alcoholic fatty liver']]"
"[2, 1]","[['Crop, Avian'], ['Anaemia of prematurity'], ['Carbuncle of neck'], ['Crop Protection']]"
[2],"[['Guttate psoriasis'], ['Guttate psoriasis'], ['Circulation, Assisted', 'Assisted Circulation']]"
[3],"[['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['circumscribed scleroderma', 'Systemic sclerosis [scleroderma]', 'neonatal scleroderma'], ['Other specified conditions of integument specific to newborn']]"
"[1, 0]","[['Congenital absence of right foot and toe(s)'], ['Other hammer toe(s) (acquired), right foot']]"
"[1, 0]","[['Other acquired deformities of foot'], ['Foot Deformities, Acquired']]"
[0],"[['Leukocyte Disorders'], ['Disorder of ligament, left ankle'], ['Disorder of ligament, ankle and foot']]"
[0],"[['Other instability, elbow'], ['Reagent Strips'], ['Indicators and Reagents', 'Indicators', 'Reagents', 'Reagents and Indicators'], ['Calcium Fluoride'], ['Water Fluoridation', 'Fluoridation']]"
"[1, 0]","[['Abrasion of wrist'], ['Osteophyte, wrist']]"
"[1, 0]","[['Temporomandibular joint disorder, unspecified'], ['Other specified disorders of temporomandibular joint']]"
"[1, 0]","[['Cyst of jaw NOS', 'Unspecified cyst of jaw'], ['Jaw Cysts']]"
[3],"[['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Separation of muscle (nontraumatic)', 'diastasis recti complicating pregnancy, labor and delivery', 'Diastasis of muscle']]"
"[1, 0]","[['Reproductive Rights', 'Reproduction Rights'], ['Pain in right toe(s)']]"
[2],"[['Unspecified lump in breast', 'Nodule(s) NOS in breast'], ['Unspecified lump in breast', 'Nodule(s) NOS in breast'], ['Localized swelling, mass and lump, trunk', 'intra-abdominal or pelvic swelling', 'breast mass and lump', 'intra-abdominal or pelvic mass and lump']]"
"[1, 0]","[['Complication of cystostomy'], ['Other cystostomy complication']]"
[2],"[['traumatic separation of symphysis (pubis) during childbirthO71.6', 'Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium'], ['Subluxation of symphysis (pubis) in childbirth'], ['Obstetric damage to coccyx', 'Obstetric damage to coccyxObstetric damage to pelvic joints and ligaments', 'Obstetric damage to pelvic joints and ligaments', 'Obstetric avulsion of inner symphyseal cartilage'], ['traumatic separation of symphysis (pubis) during childbirth', 'Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium']]"
[2],"[['Quadruplet pregnancy'], ['Quadruplet pregnancy'], ['Pregnancy, Quadruplet']]"
"[1, 0]","[['Fall from, out of or through roof'], ['Long labor']]"
[1],"[['Hemolytic disease of newborn'], ['neonatal jaundice', 'Unspecified jaundice'], ['Other hemolytic diseases of newborn']]"
[1],"[['Atresia of bile ducts'], ['Bile Duct Diseases'], ['Atresia of bile ducts']]"
[1],"[['Webbed toes, bilateral'], ['Crushing injury of toe'], ['Toes']]"
"[1, 0]","[['Visuospatial deficit'], ['Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome']]"
[0],"[['Pathological Conditions, Signs and Symptoms', 'Symptoms and General Pathology'], ['Other general symptoms and signs'], ['Other general symptoms and signs'], ['Other general symptoms and signs'], ['Other general symptoms and signs']]"
"[1, 0]","[['Unspecified injury of tail of pancreas'], ['Pancreas, unspecified']]"
[1],"[['Superficial frostbite of left wrist'], ['Yttrium Radioisotopes'], ['Superficial frostbite of right wrist'], ['Manatees', 'Trichechus']]"
"[1, 0]","[['Initiator Caspases', 'Caspases, Initiator'], ['Underdosing of opium']]"
[2],"[['Y Chromosome'], ['Chromosome Structures'], ['Assault by shotgun']]"
[1],"[['Resistance to vancomycin'], ['Vancomycin Resistance'], ['Resistance to vancomycin']]"
"[1, 0]","[['Tooth Components'], ['Retained tooth']]"
"[1, 0]","[['Blood type'], ['Type A blood']]"
[2],"[['Other osteoporosis', 'Senile osteoporosis'], ['Idiopathic osteoporosis'], ['Hemangioblastoma', 'Multiple Hemangioblastomas']]"
"[1, 0]","[['Hair Follicle'], ['Hair transplant']]"
"[1, 0]","[['Exposure to radiation'], ['Radiation Exposure']]"
"[1, 0]","[['Alkaloids', 'Plant Alkaloids'], ['Carex Plant']]"
"[1, 0]","[['Animal Communication'], ['Toxoplasmosis, Animal']]"
"[1, 0]","[['Blood Typing', 'Blood Grouping and Crossmatching', 'Blood Grouping', 'Crossmatching, Blood'], ['Reinforcement Schedule']]"
"[1, 0]","[['Capillary Fragility'], ['Hemangioma, Capillary']]"
[0],"[['Licensure, Nursing', 'Nursing Licensure', 'Nursing Licensures', 'Licensures, Nursing'], ['Kanamycin Resistance'], ['Capillary Resistance']]"
"[1, 0]","[['Uveal Neoplasms'], ['Chlorhydrins', 'Chlorohydrins']]"
"[1, 0]","[['Nursing Economics', 'Economics, Nursing'], ['Nurses, Male']]"
"[1, 0]","[['Hardness Tests'], ['Metacarpal Bones', 'Metacarpals']]"
"[1, 0]","[['Helping Behavior'], ['Simbu virus', 'Simbu Group Viruses']]"
[2],"[['Obstetric Labor, Premature', 'Labor, Premature', 'Premature Labor', 'Preterm Labor', 'Premature Obstetric Labor'], ['Obstetric Labor', 'Labor, Obstetric'], ['Carbon Footprint']]"
"[1, 0]","[[""Nurses' Instruction""], ['Office Nursing', 'Nursing, Office']]"
[2],"[['radiation effects'], ['Radiation Effects', 'Effects, Radiation'], ['Capillary Tubing']]"
"[1, 0]","[['Sense Organs'], ['Organ Trafficking']]"
"[1, 0]","[['Stereotyped Behavior'], ['Behavioral Research']]"
"[1, 0]","[['Health Behavior'], ['Isotype Switching', 'Immunoglobulin Class Switching', 'Class Switching']]"
"[1, 0]","[['Hantavirus Infections', 'Infections, Hantavirus'], ['Yellowroot', 'Xanthorhiza']]"
