List,Syns
"[1, 0]","[['Cauda equina syndrome'], ['polyradiculopathy', 'Polyradiculopathy']]"
[1],"[['Myxedema'], ['Thyroid insufficiency', 'Thyroid deficiency', 'hypothyroidism'], ['myxedema']]"
"[1, 0]","[['protein-energy malnutrition'], ['Nutritional atrophy', 'marasmus', 'Nutritional marasmus']]"
[0],"[['coronary thrombosis', 'Coronary artery thrombosis'], ['acute myocardial infarction'], ['heart attack', 'Myocardial infarct', 'myocardial infarction']]"
"[1, 0]","[['delusional disorder'], ['Paraphrenia - late', 'chronic paranoid schizophrenia', 'paranoid schizophrenia', 'Paranoid type schizophrenia', 'Paraphrenic schizophrenia']]"
"[1, 0]","[['Macular hole', 'macular holes'], ['Retinal dialysis', 'Retinal tear', 'Retinal break', 'retinal perforation']]"
"[1, 0]","[['tetraplegia', 'quadriplegia'], ['locked-in syndrome', 'Locked in syndrome', 'Locked-in state']]"
[1],"[['Necrotizing Sialometaplasia', 'Sialometaplasia, Necrotizing'], ['Godwin tumor', 'benign lymphoepithelial lesion of salivary gland'], ['necrotizing sialometaplasia', 'Necrotizing sialometaplasia']]"
[2],"[['Duodenal Obstruction'], ['duodenal obstruction'], ['chronic duodenal ileus']]"
"[1, 0]","[['excessive tearing', 'Excessive tear production', 'Watering eye', 'Epiphora'], ['lacrimal apparatus disease']]"
"[1, 0]","[['anterior uveitis'], ['Uveitis, Anterior']]"
"[1, 0]","[['midline cystocele'], ['Cystocele, midline']]"
"[1, 0]","[['Hippel Lindau syndrome', 'von Hippel-Lindau disease', 'Von Hippel-Lindau syndrome', 'von Hippel-Lindau syndrome'], ['Colonic hamartomatous polyp', 'Peutz Jeghers colon polyp', 'Peutz-Jeghers polyp of small Intestine', 'Peutz Jeghers polyp', 'Peutz-Jeghers syndrome']]"
[1],"[['sarcocystosis', 'Sarcosporidiosis'], ['protozoal dysentery'], ['Sarcosporidiosis', 'Sarcocystosis']]"
[2],"[['Foster-Kennedy syndrome'], ['Foster-Kennedy syndrome'], ['optic neuropathy', 'disorder of the second nerve', 'optic nerve disease', 'optic nerve disorder']]"
"[1, 0]","[['osteophyte', 'bony outgrowth', 'bone spur', 'exostosis', 'orbital exostosis'], ['cherubism']]"
[0],"[['sex development disorder', 'sex differentiation disease'], ['hermaphroditism'], ['pseudohermaphroditism', 'Indeterminate sex and pseudohermaphroditism']]"
"[1, 0]","[['Chorioepithelioma', 'choriocarcinoma'], ['neoplasm of placenta', 'malignant neoplasm of placenta', 'Placental tumors', 'malignant Placental tumor', 'placenta cancer']]"
"[1, 0]","[['pulmonary tuberculosis'], ['tuberculous pneumothorax']]"
"[1, 0]","[['small cell sarcoma'], ['Sarcoma, Small Cell']]"
"[1, 0]","[['papillary carcinoma', 'Papillary carcinoma'], ['Carcinoma, Papillary']]"
"[1, 0]","[['paralytic ileus'], ['intestinal Pseudo-obstruction', 'intestinal pseudo-obstruction', 'Pseudo-obstruction of intestine', 'intestine pseudoobstruction']]"
"[1, 0]","[['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['seborrheic keratosis']]"
"[1, 0]","[['Chondrosarcoma, Mesenchymal'], ['mesenchymal chondrosarcoma']]"
"[1, 0]","[['Carcinoma, Large Cell'], ['large cell carcinoma']]"
[0],"[['atypical lipomatous tumor'], ['inflammatory liposarcoma', 'Inflammatory liposarcoma'], ['sclerosing liposarcoma']]"
"[1, 0]","[['Benign neoplasm of pituitary gland'], ['pituitary gland benign neoplasm']]"
"[1, 0]","[['Seborrhoeic eczema', 'seborrheic dermatitis', 'SKIN SEBORRHEIC', 'Seborrhoeic dermatitis', 'seborrhea'], [""Duhring's disease"", 'Dermatosis herpetiformis', 'Dermatitis herpetiformis', 'dermatitis herpetiformis']]"
"[1, 0]","[[""Mnire's vertigo"", 'Meniere disease', 'Otogenic vertigo', ""Meniere's disease""], ['labyrinthine hydrops', 'endolymphatic hydrops']]"
"[2, 1, 0]","[['Other tuberculosis of eye', 'Tuberculous conjunctivitis'], ['Onchocerciasis with glaucoma'], ['Glaucoma in diseases classified elsewhere', 'glaucoma (in) tuberculous', 'glaucoma (in) syphilis', 'glaucoma (in) onchocerciasis']]"
[2],"[['Cervicofacial actinomycosis'], ['Cervicofacial actinomycosis'], ['Actinomycosis, Cervicofacial']]"
"[1, 0]","[['Acute cyclitisiridocyclitis, iritis, uveitis (due to) (in) diphtheria', 'Acute anterior uveitis', 'Subacute anterior uveitis', 'iridocyclitis, iritis, uveitis (due to) (in) syphilis', 'Acute and subacute iridocyclitis'], ['Other late congenital syphilitic oculopathy']]"
[2],"[['Mucocutaneous leishmaniasis'], ['Mucocutaneous leishmaniasis'], ['Leishmaniasis, Mucocutaneous']]"
[1],"[['benign carcinoid tumor of the rectum', 'Benign neoplasm of rectum'], ['adenomatous polyp', 'Rectal polyp'], ['Benign carcinoid tumor of the rectum']]"
"[1, 0]","[['Premature menopause'], ['Menopause, Premature']]"
[0],"[['Carnitine deficiency due to hemodialysis', 'Iatrogenic carnitine deficiency', 'Carnitine deficiency due to Valproic acid therapy', 'Iatrogenic carnitine deficiencyCarnitine deficiency due to hemodialysis'], ['Chondrodysplasia punctata', 'Rhizomelic chondrodysplasia punctata'], ['chondrodysplasia punctata NOS', 'Rhizomelic chondrodysplasia punctata']]"
"[1, 0]","[['Conjunctivitis, unspecified'], ['Unspecified conjunctivitis']]"
"[1, 0]","[['Unspecified keratitis'], ['Keratitis, unspecified']]"
"[1, 0]","[['Cataract, unspecified'], ['Unspecified cataract']]"
"[1, 0]","[['Glaucoma, unspecified'], ['Unspecified glaucoma']]"
"[1, 0]","[['Strabismus, unspecified'], ['Unspecified strabismus']]"
"[1, 0]","[['Unspecified otitis externa'], ['Otitis externa, unspecified']]"
"[1, 0]","[['Mastoiditis, unspecified'], ['Unspecified mastoiditis']]"
"[1, 0]","[['Otosclerosis, unspecified'], ['Unspecified otosclerosis']]"
[3],"[['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['circumscribed scleroderma', 'Systemic sclerosis [scleroderma]', 'neonatal scleroderma'], ['Other specified conditions of integument specific to newborn']]"
"[1, 0]","[['Other acquired deformities of foot'], ['Foot Deformities, Acquired']]"
[3],"[['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Separation of muscle (nontraumatic)', 'diastasis recti complicating pregnancy, labor and delivery', 'Diastasis of muscle']]"
[2],"[['Unspecified lump in breast', 'Nodule(s) NOS in breast'], ['Unspecified lump in breast', 'Nodule(s) NOS in breast'], ['Localized swelling, mass and lump, trunk', 'intra-abdominal or pelvic swelling', 'breast mass and lump', 'intra-abdominal or pelvic mass and lump']]"
"[1, 0]","[['Complication of cystostomy'], ['Other cystostomy complication']]"
"[1, 0]","[['Pre-eclampsia, unspecified'], ['Unspecified pre-eclampsia']]"
"[1, 0]","[['Obstetric damage to coccyx', 'Obstetric damage to coccyxObstetric damage to pelvic joints and ligaments', 'Obstetric damage to pelvic joints and ligaments', 'Obstetric avulsion of inner symphyseal cartilage'], ['traumatic separation of symphysis (pubis) during childbirth', 'Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium']]"
[0],"[['Pregnancy, Triplet'], ['Triplet pregnancy'], ['Triplet pregnancy']]"
[2],"[['Quadruplet pregnancy'], ['Quadruplet pregnancy'], ['Pregnancy, Quadruplet']]"
[1],"[['Hemolytic disease of newborn'], ['neonatal jaundice', 'Unspecified jaundice'], ['Other hemolytic diseases of newborn']]"
"[1, 0]","[['Visuospatial deficit'], ['Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome']]"
[1],"[['Resistance to vancomycin'], ['Vancomycin Resistance'], ['Resistance to vancomycin']]"
"[1, 0]","[['Blood type'], ['Type A blood']]"
"[1, 0]","[['Exposure to radiation'], ['Radiation Exposure']]"
