List,Syns
"[1, 0]","[['Hidradenitides, Suppurative', 'Suppurative Hidradenitis', 'Acne Inversa', 'Suppurative Hidradenitides', 'Hidradenitis Suppurativa', 'Hidradenitis, Suppurative'], ['Lymphoid leukaemia']]"
[0],"[['Peroxisome Proliferators'], ['Facial Asymmetry'], ['Facial asymmetry']]"
"[1, 0]","[['Physical violence'], ['Cardiorespiratory failure', 'Respiratory arrest']]"
"[1, 0]","[['Burn of oesophagus'], ['Burns, Electric', 'Electric Burns']]"
"[1, 0]","[['Sulfur dioxide'], ['Coyotillo', 'Karwinskia humboldtiana', 'Tullidora', 'Karwinskia']]"
[1],"[['Blood Serum', 'Serum'], ['Blood Banks', 'Blood Banking'], ['Blood-sampling']]"
"[1, 0]","[['Hair transplant'], ['Hair Follicle']]"
"[1, 0]","[['Maternal Health'], ['Anaerobic Bacteria', 'Bacteria, Anaerobic']]"
"[1, 0]","[['Protein Translocation Systems', 'Protein Secretion Systems'], ['Cytoskeletal Proteins']]"
"[1, 0]","[['Death Domains', 'Death Domain'], ['Electrophoresis, Paper']]"
"[1, 0]","[['Parasitic Infections, Animal', 'Parasitic Diseases, Animal'], ['Donor Conception']]"
"[1, 0]","[['Spontaneous Perforation'], ['Premedical Student', 'Students, Premedical', 'Premedical Students', 'Student, Premedical']]"
"[1, 0]","[['Taylorella equigenitalis'], ['DNA Demethylation']]"
"[1, 0]","[['Acromion Process', 'Acromion'], ['Stochastic Processes', 'Stochastic Process', 'Process, Stochastic']]"
"[1, 0]","[['Aminotransferases', 'Transaminases'], ['Leprosy, Cutaneous', 'Leprosy, Nodular', 'Leprosy, Lepromatous']]"
"[1, 0]","[['Helminth Antibodies', 'Antibodies, Helminth'], ['Satiety Response']]"
"[1, 0]","[['Intrinsic Factor'], ['Arthropoda', 'Arthropods']]"
[0],"[['6-O-Methylerythromycin', 'Biaxin', 'Clarithromycin', 'A-56268', 'TE-031'], ['Aspergillus fumigatus'], ['Aspergillus nidulans'], ['Aspergillus']]"
"[1, 0]","[['Mesenteric Veins'], ['Aerobic Bacteria', 'Bacteria, Aerobic']]"
"[1, 0]","[['Softball', 'Baseball', 'Softballs', 'Baseballs'], ['Tetraiodofluorescein', 'Fluoresceins']]"
[0],"[['Vitelline Membrane'], ['Basilar Membrane'], ['Chorioallantoic Membrane']]"
"[1, 0]","[['Blood Volume'], ['Blood Stains']]"
"[1, 0]","[['Book Industry', 'Industry, Book'], ['Tetragenococcus', 'Enterococcaceae']]"
[0],"[['Centrifugation, Zonal'], ['Hospital Formularies', 'Formularies, Hospital', 'Formulary, Hospital', 'Hospital Formulary'], ['Cost, Hospital', 'Costs, Hospital', 'Hospital Costs']]"
"[1, 0]","[['Cesium-133', 'Cesium'], ['Semolina Flour', 'Flour']]"
"[1, 0]","[['Sertoli Cells'], ['Cheetahs', 'Acinonyx']]"
"[1, 0]","[['Scleral Buckling'], ['Group F Chromosomes', 'Chromosomes F', 'Chromosomes, Human, 19-20']]"
[0],"[['Edwardsiella ictaluri'], ['Complement Activation'], ['Classical Complement Pathway', 'Complement Activation Pathway, Classical', 'Complement Pathway, Classical', 'Classical Complement Activation Pathway'], ['Classical Pathway C3-C5 Convertases', 'Complement C3-C5 Convertases, Classical Pathway']]"
"[1, 0]","[['Cytoplasm', 'Protoplasm'], ['Hemospermia', 'Hematospermia']]"
"[1, 0]","[['Middle Aged', 'Middle Age'], ['Demeton', 'Disulfoton', 'Di-Syston', 'Thiodemeton', 'Disyston']]"
"[1, 0]","[['Drug Storage'], ['Drug Combinations']]"
"[1, 0]","[['Durable Medical Equipment', 'Equipment, Durable Medical', 'Equipment, Medical, Durable', 'Medical Equipment, Durable'], ['Medicalization']]"
"[1, 0]","[['Culturally Competent Care', 'Culturally Competent Health Care', 'Culturally Congruent Care', 'Cross-Cultural Care', 'Cultural Care'], ['Exposure, Environmental', 'Environmental Exposure']]"
"[1, 0]","[['Esophageal Fistula'], ['Genotype', 'Genogroup']]"
"[1, 0]","[['Transcription Start Site', 'Transcription Initiation Site'], ['Fetal Macrosomia', 'Macrosomia, Fetal']]"
"[1, 0]","[['Nucleic Acid Hybridization', 'Genomic Hybridization'], ['Litomosoides', 'Filarioidea']]"
"[1, 0]","[['Ocotea', 'Ocotea bullata'], ['Heinz Bodies']]"
"[1, 0]","[['Isoantigen', 'Alloantigen', 'Alloantigens', 'Isoantigens'], ['Histidol', 'Histidinol']]"
[1],"[['Transducers, Pressure'], ['Hydrostatic Pressure'], ['Clypeasteroida', 'Sand-Dollar', 'Echinoidea', 'Sea Urchins', 'Sand Dollars']]"
[0],"[['Insect Control'], ['Insect Vectors'], ['Planococcus Insect']]"
[1],"[['Mastitis, Bovine'], ['Arrowhead', 'Sagittaria'], ['Coronavirus, Bovine', 'Bovine Coronavirus']]"
[0],"[['Performance-Enhancing Substances', 'Performance-Enhancing Effects', 'Performance-Enhancing Drugs', 'Ergogenic Substances', 'Ergogenic Effects', 'Performance-Enhancing Effect'], ['Coated Materials, Biocompatible', 'Surface-Coated Materials'], ['Manufactured Materials']]"
"[1, 0]","[['Indigency, Medical', 'Medical Indigency'], ['Medical Tourism']]"
"[2, 1, 0]","[['Age Groups'], ['Peer Group'], ['Tetanus Antitoxin']]"
[2],"[['Anatomic Landmarks'], ['Anatomic Variation'], ['Nuclear Physics']]"
"[1, 0]","[['Student, Medical', 'Students, Medical', 'Medical Student', 'Medical Students'], ['Picloram', 'Chloramp']]"
"[1, 0]","[['Psilocybine', 'Psilocibin', 'Psilocybin'], ['Pineapple', 'Ananas']]"
[2],"[['Public Assistance'], ['Public Housing'], ['Publications']]"
"[1, 0]","[['Schools, Medical', 'Medical School', 'Medical Schools', 'School, Medical'], ['Veterinary Schools', 'Veterinary School', 'Schools, Veterinary', 'School, Veterinary']]"
"[1, 0]","[['Mesh, Surgical', 'Surgical Meshes', 'Surgical Mesh', 'Meshes, Surgical'], ['Lewy Body', 'Lewy Bodies']]"
"[1, 0]","[['Tachycardia, Supraventricular'], ['Parental Consent']]"
"[1, 0]","[['Technology, Radiological', 'Technology, Radiologic', 'Radiologic Technology'], ['Radiology, Interventional', 'Interventional Radiology']]"
"[1, 0]","[['Ethical Review'], ['Review, Utilization', 'Utilization Review']]"
"[1, 0]","[['Pain Perception'], ['Western Australia']]"
"[1, 0]","[['Pregnant Woman', 'Women, Pregnant', 'Pregnant Women'], ['Women, Working', 'Woman, Working', 'Working Women']]"
"[1, 0]","[['Donors, Living', 'Living Donors'], ['Blot, Southern', 'Southern Blot', 'Southern Blotting', 'Blotting, Southern']]"
"[1, 0]","[['Olecranon Process', 'Olecranon'], ['Word Processing']]"
"[1, 0]","[['Genes, Protozoan', 'Protozoan Genes'], ['Sulfite Dehydrogenase', 'Sulphite Dehydrogenase', 'Sulfite Cytochrome C Reductase', 'Sulphite Cytochrome C Reductase']]"
"[1, 0]","[['Photoreceptors, Microbial', 'Photoreceptor, Microbial'], ['Abscess, Retropharyngeal', 'Retropharyngeal Abscess']]"
"[1, 0]","[['Intramolecular Lyases'], ['Cathepsin K']]"
"[1, 0]","[['Archaeal Antibodies', 'Antibodies, Archaeal'], ['Cremation', 'Cremains']]"
"[1, 0]","[['Acrosome Reaction'], ['Tick Bites']]"
"[1, 0]","[['Dicentra', 'Fumariaceae'], ['Lost to Follow-Up']]"
"[1, 0]","[['Ambulance Diversion'], ['Methylocystis', 'Methylocystaceae']]"
"[1, 0]","[['Plant Exudates', 'Exudates, Plant'], ['Cyclopia Plant']]"
"[1, 0]","[['Bunolol Hydrochloride', 'W-6412A', 'Bunolol'], ['Staphylococcus hyicus']]"
"[2, 1, 0]","[['drug allergy'], ['Drug Incompatibility'], ['drug dependence']]"
[3],"[['Microbiology, Industrial', 'Industrial Microbiology'], ['Food Industry'], ['Microbiology, Food', 'Food Microbiology'], ['Food and Beverages']]"
[1],"[['Dental Informatics'], ['Dental Audit', 'Audits, Dental', 'Audit, Dental', 'Dental Audits'], ['Dental Prophylaxis', 'Prophylaxis, Dental'], ['Dental Licensure', 'Licensure, Dental'], ['Philosophy, Dental', 'Dental Philosophies', 'Philosophies, Dental', 'Dental Philosophy']]"
[3],"[['Abdominal actinomycosis'], ['Pulmonary actinomycosis'], ['Pulmonary actinomycosis'], ['Surfactants, Pulmonary', 'Pulmonary Surfactants', 'Pulmonary Surfactant', 'Surfactant, Pulmonary'], ['pulmonary hypertension'], ['Pulmonary Hypertension', 'Hypertension, Pulmonary'], ['pulmonary embolism and infarction'], ['Pulmonary Infarction', 'Infarction, Pulmonary'], ['Abdominal actinomycosis']]"
"[1, 0]","[['Phosphoramide Mustards'], ['RNA, Chloroplast', 'Chloroplast RNA']]"
"[1, 0]","[['Sensitivity, Radiation', 'Tolerance, Radiation', 'Radiation Sensitivity', 'Radiosensitivity', 'Radiation Tolerance'], ['mastocytosis', 'mast cell hyperplasia']]"
"[1, 0]","[['Pausinystalia', 'Corynanthe johimbe', 'Pausinystalia yohimbe', 'Yohimbe', 'Pausinystalia johimbe'], ['Myringosclerosis', 'Tympanosclerosis']]"
[0],"[['Unspecified anomaly of jaw size'], ['Proximal Kidney Tubule', 'Kidney Tubules, Proximal', 'Proximal Renal Tubule'], ['Kidney Tubules']]"
[1],"[['Professional Practice'], ['Thermoluminescent Dosimetry'], ['Group Practice'], ['Family Practice']]"
"[1, 0]","[['Optical Illusions'], ['Other antepartum haemorrhage']]"
[0],"[['Assault by steam or hot vapors'], ['Benign essential microscopic hematuria'], ['larynx liposarcoma', 'Liposarcoma of Larynx'], ['Other microscopic hematuria'], ['cellular leiomyoma'], ['cellular ependymoma'], ['Other microscopic hematuria'], ['larynx leiomyoma']]"
"[1, 0]","[['Pregnancy, Abdominal', 'Abdominal Pregnancy'], ['Pregnancy, Quintuplet']]"
"[1, 0]","[['Trichodermol', 'Trichodermin'], ['Phthalic Anhydrides']]"
[2],"[['Book Illustrations'], ['Books, Illustrated', 'Book Illustration', 'Illustrated Books'], ['Personalized Medicine', 'Precision Medicine', 'Individualized Medicine'], ['Book Selection']]"
"[1, 0]","[['Dietary Sodium', 'Sodium, Dietary'], ['Gestalt Theory']]"
[0],"[['Biophysics', 'Mechanobiology'], ['Genome, Viral', 'Viral Genome'], ['Virus Particle', 'Virion', 'Viral Particles', 'Viral Particle'], ['Genome, Archaeal']]"
"[1, 0]","[['Malignant neoplasm of short bones of upper limb'], ['Other disorders of continuity of bone, humerus']]"
"[2, 1, 0]","[['Glycomics', 'Glycobiology'], ['Pia Mater'], ['Condyloma latum']]"
