List,Syns
[3],"[['Other abnormalities of breathing'], ['Erythrocytes, Abnormal', 'Abnormal Erythrocytes'], ['Ischemic optic neuropathy', 'anterior ischemic optic neuropathy'], ['Thyroid Diseases'], ['Abnormality of alphafetoprotein'], ['Cardiovascular Abnormalities', 'Abnormalities, Cardiovascular'], ['Scleral ectasia, left eye'], ['Lymphatic Abnormalities'], ['Optic Atrophy'], ['Other optic atrophy, right eye'], ['Abnormal posture'], ['median neuropathy'], ['Eye Abnormalities'], ['Pupillary abnormality, right eye'], ['Atrophy of globe, right eye'], ['adenocarcinoma in adenomatous polyp (morphologic abnormality)', 'obsolete adenocarcinoma in a polyp', 'adenocarcinoma in adenomatous polyp'], ['Optic atrophy'], ['Mouth Abnormalities', 'Abnormalities, Mouth'], ['Karyotype, Abnormal', 'Abnormal Karyotype'], ['Craniofacial Abnormalities'], ['Videoconference', 'Videoconferencing'], ['Paresis of accommodation, right eye'], ['Hemoglobins, Abnormal', 'Abnormal Hemoglobins'], ['Fibrinogens, Abnormal', 'Abnormal Fibrinogens'], ['Abnormality of albumin'], ['uremic neuropathy'], ['Abnormal posture'], ['Eye Manifestations'], ['Abnormality of albumin'], ['Scleral ectasia, right eye'], ['Abnormalities, Skin', 'Skin Abnormalities'], ['Musculoskeletal Abnormalities', 'Abnormalities, Musculoskeletal'], ['Abnormality of alphafetoprotein']]"
[2],"[['superficial keratitis'], ['Other superficial mycoses'], ['Pinus sylvestris'], ['Other superficial mycoses']]"
"[1, 0]","[['beta thalassemia'], ['Bufo arenarum', 'Toad, Argentine'], ['Diverticulum of appendix'], ['Diverticulum of appendix']]"
"[1, 0]","[['delusional disorder'], ['Paraphrenia - late', 'chronic paranoid schizophrenia', 'paranoid schizophrenia', 'Paranoid type schizophrenia', 'Paraphrenic schizophrenia']]"
"[1, 0]","[['thyrotoxic exophthalmos'], ['Carbon dioxide']]"
"[1, 0]","[['Macular hole', 'macular holes'], ['Retinal dialysis', 'Retinal tear', 'Retinal break', 'retinal perforation']]"
"[1, 0]","[['tetraplegia', 'quadriplegia'], ['locked-in syndrome', 'Locked in syndrome', 'Locked-in state']]"
[1],"[['Necrotizing Sialometaplasia', 'Sialometaplasia, Necrotizing'], ['Godwin tumor', 'benign lymphoepithelial lesion of salivary gland'], ['necrotizing sialometaplasia', 'Necrotizing sialometaplasia']]"
[29],"[['Psoriatic spondylitis'], ['Other instability, elbow'], ['Other malformation of placenta, second trimester'], ['Helix (Snails)'], ['Bixa', 'Kondagogu', 'Bixaceae', 'Cochlospermum'], ['Simbu virus', 'Simbu Group Viruses'], ['Dislocation of jaw, left side'], ['2-ME', '2-Mercaptoethanol', 'Mercaptoethanol'], ['Fracture Dislocation', 'Dislocation Fracture'], ['Forensic Sciences'], ['Other malformation of placenta'], ['Endometria', 'Endometrium'], ['Arytenoid Cartilage'], ['Reagent Strips'], ['Indicators and Reagents', 'Indicators', 'Reagents', 'Reagents and Indicators'], ['Cytochalasin D'], ['Tooth Loss'], ['Leishmania donovani', 'Leishmania leishmania donovani', 'Leishmania (Leishmania) donovani'], ['Validation Studies'], ['Cicatricial lagophthalmos'], ['Chromaffin Granules'], ['cicatricial lagophthalmos'], ['Fracture of unspecified body region', 'Fracture: closed NOS', 'multiple fractures NOST02.9', 'Fracture: dislocated NOS', 'Fracture: NOS', 'Fracture: displaced NOS', 'Fracture: open NOS'], ['Action Spectrum'], ['Hyaline Cartilage'], ['Initiator Caspases', 'Caspases, Initiator'], ['Calcium Fluoride'], ['Nutritional Science', 'Nutrition Sciences', 'Nutrition Science', 'Nutritional Sciences'], ['Malformation of placenta'], ['Pregnancy, Tubal', 'Tubal Pregnancy'], ['Lytechinus variegatus', 'Lytechinus'], ['Other malformation of placenta, first trimester'], ['Helping Behavior'], ['Water Fluoridation', 'Fluoridation']]"
"[1, 0]","[['Patient Web Portals', 'Patient Portal', 'Patient Portals', 'Patient Internet Portals', 'Patient Web Portal'], ['intracranial vasospasm']]"
"[1, 0]","[['Living alone'], ['obsolete gonococcal urethritis', 'Gonococcal urethritis (disorder)', 'Gonococcal Urethritis']]"
"[1, 0]","[['potassium deficiency', 'obsolete potassium deficiency', 'K deficiency'], ['Bufanolides', 'Bufadienolides']]"
[2],"[['Duodenal Obstruction'], ['duodenal obstruction'], ['chronic duodenal ileus']]"
[0],"[['excessive tearing', 'Excessive tear production', 'Watering eye', 'Epiphora'], ['Pleural Neoplasms', 'Neoplasms, Pleural'], ['lacrimal apparatus disease']]"
"[1, 0]","[['midline cystocele'], ['Cystocele, midline']]"
"[1, 0]","[['Hippel Lindau syndrome', 'von Hippel-Lindau disease', 'Von Hippel-Lindau syndrome', 'von Hippel-Lindau syndrome'], ['Colonic hamartomatous polyp', 'Peutz Jeghers colon polyp', 'Peutz-Jeghers polyp of small Intestine', 'Peutz Jeghers polyp', 'Peutz-Jeghers syndrome']]"
"[1, 0]","[['Otitis Media, Purulent', 'Otitis Media, Suppurative'], ['chronic suppurative otitis media', 'chronic purulent otitis media']]"
[0],"[['Pannus (corneal)'], ['Corneal ectasia'], ['corneal ectasia']]"
[1],"[['sarcocystosis', 'Sarcosporidiosis'], ['protozoal dysentery'], ['Sarcosporidiosis', 'Sarcocystosis']]"
[2],"[['Foster-Kennedy syndrome'], ['Foster-Kennedy syndrome'], ['optic neuropathy', 'disorder of the second nerve', 'optic nerve disease', 'optic nerve disorder']]"
"[1, 0]","[['osteophyte', 'bony outgrowth', 'bone spur', 'exostosis', 'orbital exostosis'], ['cherubism']]"
[0],"[['sex development disorder', 'sex differentiation disease'], ['hermaphroditism'], ['pseudohermaphroditism', 'Indeterminate sex and pseudohermaphroditism']]"
"[1, 0]","[['Chorioepithelioma', 'choriocarcinoma'], ['neoplasm of placenta', 'malignant neoplasm of placenta', 'Placental tumors', 'malignant Placental tumor', 'placenta cancer']]"
"[1, 0]","[['Dependent Ambulation'], ['barbiturate dependence']]"
[5],"[['Other enthesopathy of foot'], ['cystic teratoma'], ['teratoma'], ['adult ependymoblastoma'], ['adult teratoma'], ['Foot Diseases'], ['Mature teratoma', 'mature teratoma'], ['adult cystic teratoma'], ['Immature teratoma', 'malignant Extragonadal teratoma', 'primary malignant extragonadal teratoma', 'malignant teratoma'], ['Other enthesopathy of foot']]"
[0],"[['Toluidines', 'Aminotoluene'], ['Clear cell adenofibroma', 'clear cell adenofibroma'], ['papillary adenofibroma', 'Papillary adenofibroma'], ['Clear cell cystadenofibroma', 'clear cell cystadenofibroma'], ['Cystadenofibroma', 'cystadenofibroma'], ['adenofibroma, no ICD-O subtype', 'adenofibroma']]"
"[4, 2]","[['mucinous adenofibroma'], ['mucinous cystadenofibroma'], ['Wallflower', 'Erysimum'], ['cervical adenofibroma'], ['Enterobactin', 'Enterochelin']]"
[2],"[['Stomatitis, Denture'], ['Abnormalities, Multiple', 'Multiple Abnormalities'], ['dehydration polycythemia']]"
"[1, 0]","[['pulmonary tuberculosis'], ['tuberculous pneumothorax']]"
"[1, 0]","[['small cell sarcoma'], ['Sarcoma, Small Cell']]"
"[1, 0]","[['Injuries, Leg', 'Leg Injuries'], ['leg dermatosis']]"
"[1, 0]","[['Sheltered Workshops'], ['bipolar disorder', 'bipolar depression', 'Manic Bipolar Affective disorder', 'Manic bipolar I disorder', 'Manic Depressive disorder', 'Depressive-manic psych.']]"
[1],"[['fibrosarcoma of bone', 'Fibrosarcoma of the bone'], ['Bone Screws'], ['Frontal Bone']]"
[3],"[['Infective myositis, unspecified site'], ['Other myositis, other site'], ['Infective myositis, unspecified site'], ['granulomatous myositis']]"
[1],"[['Aminoglycosides', 'Streptomycin'], ['adenocarcinoma of anus', 'adenocarcinoma of the anus', 'anus adenocarcinoma'], ['Aminoglycosides', 'Streptomycin']]"
[0],"[['Oxepins', 'Oxepenes', 'Oxepin', 'Oxepene'], ['lactic acidosis'], ['Lactic Acidosis', 'Acidosis, Lactic']]"
"[1, 0]","[['obsolete childhood intracranial neoplasm'], ['Mature teratoma of mediastinum', 'obsolete mediastinum mature teratoma']]"
"[1, 0]","[['Tensile Strength'], ['Rhabdomyosarcoma of testis', 'testis rhabdomyosarcoma']]"
"[1, 0]","[['cervical Mullerian adenosarcoma', 'cervical adenosarcoma', 'cervical Muellerian adenosarcoma'], ['Nodal Protein'], ['Struck by parrot'], ['Struck by horse']]"
[0],"[['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['Other seborrheic dermatitis'], ['seborrheic keratosis']]"
"[1, 0]","[['Carcinoma, Large Cell'], ['large cell carcinoma']]"
[0],"[['obsolete congenital kyphosis'], ['Congenital torsion of ovary'], ['Congenital torsion of ovary']]"
"[1, 0]","[['obsolete krebs 2 carcinoma'], ['Carcinoma, Krebs 2']]"
[4],"[['cholangiolocellular carcinoma'], ['Carcinoma, Verrucous'], ['Carcinoma, Mucoepidermoid'], ['myoepithelial carcinoma'], ['Terahertz Imaging']]"
"[1, 0]","[['Glomeruloid hemangioma', 'glomeruloid hemangioma'], ['Volar Plate, Thumb', 'Palmar Plate', 'Metacarpophalangeal Volar Plate', 'Volar Plate, Metacarpophalangeal', 'Volar Plate, Finger']]"
"[1, 0]","[['cellular leiomyoma'], ['Benign essential microscopic hematuria']]"
[2],"[['Infections of the genital tract in pregnancy'], ['Infections of the genital tract in pregnancy'], ['obsolete central nervous system AIDS arteritis']]"
[3],"[['Conifers', 'Coniferophyta'], ['radiation effects'], ['Capillary Tubing'], ['Animal Husbandry'], ['Capillary Hemangioblastoma', 'hemangioblastoma'], ['Radiation Effects', 'Effects, Radiation'], ['Exposure to radiation'], ['retinal hemangioblastoma'], ['Radiation Exposure']]"
[2],"[['Acute hepatitis A'], ['Acute hepatitis A'], ['pneumonia', 'acute pneumonia']]"
[0],"[['atypical lipomatous tumor'], ['vulvar liposarcoma'], ['inflammatory liposarcoma', 'Inflammatory liposarcoma'], ['sclerosing liposarcoma']]"
"[1, 0]","[['Oculoglandular listeriosis'], ['Angiokeratoma circumscriptum', 'angiokeratoma circumscriptum']]"
[2],"[['Xanthelasma of eyelid'], ['Neonatal encephalopathy'], ['Underdosing of antitussives'], ['Tetany', 'Spasmophilia', 'Tetanilla', 'Tetany, Neonatal'], ['Neonatal Leukemia', 'neonatal leukemia'], ['Xanthelasma of eyelid']]"
[1],"[['Spinal instabilities'], ['adult spinal cord ependymoma'], ['Spinal instabilities'], ['Spinal instabilities']]"
"[1, 0]","[['Visual Perception'], ['recurrent Vulvar carcinoma', 'obsolete recurrent vulva cancer']]"
"[1, 0]","[['obsolete type 1b ALPS'], ['Gerstmann-Straussler Disease', 'Inherited Spongiform Encephalopathy, Gerstmann-Straussler', 'Gerstmann-Straussler-Scheinker Disease', 'Gerstmann-Straussler Inherited Spongiform Encephalopathy', 'Gerstmann-Straussler Syndrome', 'Gerstmann-Straussler-Scheinker Syndrome', 'Encephalopathy, Subacute Spongiform, Gerstmann-Straussler Type']]"
"[1, 0]","[[""Mnire's vertigo"", 'Meniere disease', 'Otogenic vertigo', ""Meniere's disease""], ['labyrinthine hydrops', 'endolymphatic hydrops']]"
"[2, 1, 0]","[['Other tuberculosis of eye', 'Tuberculous conjunctivitis'], ['Onchocerciasis with glaucoma'], ['Glaucoma in diseases classified elsewhere', 'glaucoma (in) tuberculous', 'glaucoma (in) syphilis', 'glaucoma (in) onchocerciasis']]"
[2],"[['Cervicofacial actinomycosis'], ['Cervicofacial actinomycosis'], ['Actinomycosis, Cervicofacial']]"
"[1, 0]","[['Acute cyclitisiridocyclitis, iritis, uveitis (due to) (in) diphtheria', 'Acute anterior uveitis', 'Subacute anterior uveitis', 'iridocyclitis, iritis, uveitis (due to) (in) syphilis', 'Acute and subacute iridocyclitis'], ['Other late congenital syphilitic oculopathy']]"
[2],"[['Mucocutaneous leishmaniasis'], ['Mucocutaneous leishmaniasis'], ['Leishmaniasis, Mucocutaneous']]"
[12],"[['Streptococcus group D and enterococcus as the cause of diseases classified to other chapters'], ['Streptococcus pneumoniae as the cause of diseases classified to other chapters'], ['Streptococcus pneumoniae as the cause of diseases classified elsewhere'], ['Streptococcus, group B, as the cause of diseases classified elsewhere'], ['Other streptococcus as the cause of diseases classified elsewhere'], ['Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere'], ['Streptococcus, group B, as the cause of diseases classified to other chapters'], ['Streptococcus, group A, as the cause of diseases classified elsewhere'], ['Unspecified streptococcus as the cause of diseases classified elsewhere'], ['Other streptococcus as the cause of diseases classified to other chapters'], ['Streptococcus, group A, as the cause of diseases classified to other chapters'], ['Unspecified streptococcus as the cause of diseases classified to other chapters'], ['Mental health provider, perpetrator of maltreatment and neglect']]"
[1],"[['Malignant neoplasm of upper-inner quadrant of left male breast'], ['Unspecified lump in the left breast, upper inner quadrant'], ['Malignant neoplasm of upper-inner quadrant of breast, male']]"
[3],"[['Malignant carcinoid tumor of the ileum'], ['Malignant neoplasm of kidney, except renal pelvis', 'malignant neoplasm of renal calyces', 'malignant neoplasm of renal pelvis', 'malignant carcinoid tumor of the kidney'], ['Malignant carcinoid tumor of the kidney'], ['Nostoc commune']]"
[1],"[['Major histocompatibility complex class II deficiency'], ['Extrapyramidal Tracts'], ['Major histocompatibility complex class II deficiency']]"
[1],"[['Manganese deficiency'], ['Ketosteroids', 'Oxosteroids'], ['Manganese deficiency']]"
[0],"[['Carnitine deficiency due to hemodialysis', 'Iatrogenic carnitine deficiency', 'Carnitine deficiency due to Valproic acid therapy', 'Iatrogenic carnitine deficiencyCarnitine deficiency due to hemodialysis'], ['Chondrodysplasia punctata', 'Rhizomelic chondrodysplasia punctata'], ['chondrodysplasia punctata NOS', 'Rhizomelic chondrodysplasia punctata']]"
"[1, 0]","[['Morquio mucopolysaccharidoses'], ['Osteolysis, forearm']]"
"[1, 0]","[['Hallucinogen use, unspecified, uncomplicated'], ['Psychodysleptics [hallucinogens]']]"
"[2, 0]","[['Confusional arousals'], ['Struck by turtle'], ['Interrenal Gland'], ['Struck by volleyball']]"
[1],"[['Inflammatory polyneuropathy, unspecified'], ['Unspecified complication of heart transplant'], ['Inflammatory polyneuropathy, unspecified']]"
"[1, 0]","[['Unspecified acute inflammation of orbit'], ['Acute streptococcal tonsillitis, unspecified']]"
"[1, 0]","[['Corrosion of third degree of left axilla'], ['Pingueculitis, left eye']]"
"[1, 0]","[['Conjunctivitis, unspecified'], ['Unspecified conjunctivitis']]"
[2],"[['Recurrent pterygium of eye, bilateral'], ['Unspecified pterygium of eye, bilateral'], ['Eye Banks']]"
"[1, 0]","[['Macular keratitis, right eye'], ['Primary hypotony of right eye']]"
"[1, 0]","[[""4'''-O-Methyldigoxin"", 'beta-Methyldigoxin', 'Bemecor', 'Lanirapid', 'Metildigoxin', 'Medixin', 'Methyldigoxin', 'Lanitop', 'Medigoxin'], ['Punctate keratitis']]"
"[1, 0]","[['Hyphema', 'traumatic hyphema'], ['Mussels, Native', 'Unionidae', 'Unionids']]"
[0],"[['Partially resolved traumatic cataract, left eye'], ['Other disorders of the left eye following cataract surgery'], ['Other disorders of the eye following cataract surgery'], ['Disorders of the eye following cataract surgery']]"
[2],"[['Puckering of macula'], ['Puckering of macula, right eye'], ['Mandibular Prosthesis']]"
[2],"[['Other dermatomyositis, organ involvement unspecified'], ['Glaucoma, unspecified'], ['Unspecified glaucoma']]"
"[1, 0]","[['Other paralytic strabismus'], ['omega-Conotoxin', 'omega-Conotoxins']]"
"[1, 0]","[['Strabismus, unspecified'], ['Unspecified strabismus']]"
[2],"[['Other disorders of refraction'], ['Nomenclature', 'Terminology'], ['Superficial frostbite'], ['Other disorders of refraction'], ['Poisoning by other parasympathomimetics [cholinergics], undetermined'], ['Haldol', 'Haloperidol'], ['Poisoning by other parasympathomimetics [cholinergics], assault']]"
"[1, 0]","[['Unspecified otitis externa'], ['Otitis externa, unspecified']]"
"[1, 0]","[['Chondritis of right external ear'], ['Axenic Culture', 'Axenic Cultures']]"
"[1, 0]","[['Otosclerosis, unspecified'], ['Unspecified otosclerosis']]"
"[1, 0]","[['Kidney dialysis'], ['Unspecified hearing loss, unspecified ear']]"
[5],"[['Injury of other nerves at forearm level'], ['Injury of other nerves at forearm level'], ['Injury of other nerves at forearm level'], ['Injury of vein at forearm level'], ['Injury of vein at forearm level'], ['Disorders of right acoustic nerve'], ['Injury of other nerves at forearm level, right arm']]"
[2],"[['Alveolitis due to Aspergillus clavatus', ""Maltworker's lung""], ['Maltworker lung', 'Alveolitis due to Aspergillus clavatus'], ['Anesthesia, Intravenous']]"
"[4, 2]","[['Ventral hernia'], ['Ventral Hernia', 'Hernia, Ventral'], ['Time-to-Pregnancy'], ['Ventral hernia'], ['Air Microbiology', 'Microbiology, Air']]"
[3],"[['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['circumscribed scleroderma', 'Systemic sclerosis [scleroderma]', 'neonatal scleroderma'], ['Other specified conditions of integument specific to newborn']]"
[4],"[['Congenital absence of foot and toe(s)'], ['Congenital absence of left foot and toe(s)'], ['Congenital absence of foot and toe(s), bilateral'], ['Acquired absence of other left toe(s)'], ['Other hammer toe(s) (acquired), unspecified foot'], ['Congenital absence of foot and toe(s)'], ['Congenital absence of unspecified foot and toe(s)']]"
"[1, 0]","[['Congenital absence of right foot and toe(s)'], ['Other hammer toe(s) (acquired), right foot']]"
"[1, 0]","[['Unspecified dislocation of right patella'], ['Chondromalacia patellae, right knee']]"
"[1, 0]","[['Effusion, shoulder'], ['Atropines', 'Atropine Derivatives']]"
"[1, 0]","[['Corrosion of oesophagus'], ['Mandibular hyperplasia']]"
"[1, 0]","[['Temporomandibular joint disorder, unspecified'], ['Other specified disorders of temporomandibular joint']]"
[0],"[['Jaw Cysts'], ['Cyst of jaw NOS', 'Unspecified cyst of jaw'], ['Congenital: disease or lesion NOS of brain', 'Congenital malformation of brain, unspecified', 'Congenital: multiple anomalies NOS of brain', 'Congenital: deformity NOS of brain', 'Congenital: anomaly NOS of brain']]"
[3],"[['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Separation of muscle (nontraumatic)', 'diastasis recti complicating pregnancy, labor and delivery', 'Diastasis of muscle']]"
"[1, 0]","[['Reproductive Rights', 'Reproduction Rights'], ['Pain in right toe(s)']]"
[2],"[['Sex chromosome abnormality, male phenotype, unspecified'], ['Sex chromosome abnormality, male phenotype, unspecified'], ['Unspecified male sexual dysfunction']]"
[2],"[['Unspecified lump in breast', 'Nodule(s) NOS in breast'], ['Unspecified lump in breast', 'Nodule(s) NOS in breast'], ['Localized swelling, mass and lump, trunk', 'intra-abdominal or pelvic swelling', 'breast mass and lump', 'intra-abdominal or pelvic mass and lump']]"
"[1, 0]","[['Complication of cystostomy'], ['Other cystostomy complication']]"
[2],"[['traumatic separation of symphysis (pubis) during childbirthO71.6', 'Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium'], ['Subluxation of symphysis (pubis) in childbirth'], ['Obstetric damage to coccyx', 'Obstetric damage to coccyxObstetric damage to pelvic joints and ligaments', 'Obstetric damage to pelvic joints and ligaments', 'Obstetric avulsion of inner symphyseal cartilage'], ['traumatic separation of symphysis (pubis) during childbirth', 'Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium']]"
[2],"[['Quadruplet pregnancy'], ['Quadruplet pregnancy'], ['Pregnancy, Quadruplet']]"
"[1, 0]","[['Placenta previa'], ['Provinols', 'Polyphenols']]"
[2],"[['Precipitate labor'], ['Long labor'], ['Fall from, out of or through roof']]"
