List,Syns
"[1, 0]","[['Epiphora', 'excessive tearing', 'Excessive tear production', 'Watering eye'], ['lacrimal apparatus disease']]"
"[1, 0]","[['reflex sympathetic dystrophy'], ['algoneurodystrophy', 'Algoneurodystrophy']]"
[2],"[['Sarcocystosis', 'Sarcosporidiosis'], ['Sarcosporidiosis', 'sarcocystosis'], ['protozoal dysentery']]"
[2],"[['Mushroom-worker lung'], [""mushroom workers' lung""], [""farmer's lung"", 'farmer lung', 'Farmers lung']]"
[1],"[['Foster-Kennedy syndrome'], ['optic nerve disease', 'optic nerve disorder', 'disorder of the second nerve', 'optic neuropathy'], ['Foster-Kennedy syndrome']]"
"[1, 0]","[['cherubism'], ['bone spur', 'osteophyte', 'bony outgrowth', 'orbital exostosis', 'exostosis']]"
"[1, 0]","[['malignant neoplasm of placenta', 'Placental tumors', 'placenta cancer', 'neoplasm of placenta', 'malignant Placental tumor'], ['choriocarcinoma', 'Chorioepithelioma']]"
"[1, 0]","[['communication disorder'], ['language disorder']]"
"[1, 0]","[['central nervous system vasculitis'], ['granulomatous angiitis']]"
"[1, 0]","[['Sheltered Workshops'], ['Manic bipolar I disorder', 'Manic Depressive disorder', 'bipolar disorder', 'bipolar depression', 'Manic Bipolar Affective disorder', 'Depressive-manic psych.']]"
"[1, 0]","[['osteosclerotic myeloma'], ['Isolated osseous plasmacytoma', 'Solitary plasmacytoma of bone', 'solitary osseous plasmacytoma']]"
"[1, 0]","[['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['seborrheic keratosis']]"
[1],"[['Monkey Diseases'], ['Lassa virus'], ['thalamic disease'], ['Resistance, Disease', 'Disease Resistance']]"
"[1, 0]","[['obsolete lung occult carcinoma', 'Occult carcinoma of the lung', 'occult carcinoma of lung'], ['obsolete childhood liver neoplasm']]"
"[1, 0]","[['Papillary Syringadenoma', 'Papillary syringadenoma', 'Syringocystadenoma papilliferum', 'syringocystadenoma papilliferum'], ['papillary hidradenoma']]"
"[2, 1, 0]","[['sclerosing liposarcoma'], ['atypical lipomatous tumor'], ['inflammatory liposarcoma', 'Inflammatory liposarcoma']]"
[2],"[['Other specified hyperalimentation'], ['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma']]"
"[1, 0]","[['obsolete hemopoetic tissue disease'], ['Skin and Connective Tissue Diseases']]"
[1],"[['Spasmophilia', 'Tetany, Neonatal', 'Tetany', 'Tetanilla'], ['Neonatal Leukemia', 'neonatal leukemia'], ['Xanthelasma of eyelid'], ['Xanthelasma of eyelid']]"
"[1, 0]","[['Otogenic vertigo', ""Mnire's vertigo"", 'Meniere disease', ""Meniere's disease""], ['endolymphatic hydrops', 'labyrinthine hydrops']]"
[1],"[['infected hydrocele'], ['Wound Infection', 'Infection, Wound'], ['Infected hydrocele'], ['Infected hydrocele']]"
[2],"[['Syphilitic aneurysm of aorta'], ['Aortic aneurysm and dissection', 'traumatic aortic aneurysm', 'aortic ectasia'], ['Other injury of abdominal aorta'], ['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm']]"
[2],"[['Estrogen excess'], ['Estrogen excess'], ['Predatory Behavior']]"
"[1, 0]","[['Iridodialysis, left eye'], ['Minor opacity of cornea, left eye']]"
"[1, 0]","[['Paresis of accommodation, right eye'], ['Eye Manifestations']]"
"[1, 0]","[['Carbuncle of left foot'], ['Metatarsalgia, left foot']]"
[0],"[['Other specified conditions of integument specific to newborn'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Systemic sclerosis [scleroderma]', 'circumscribed scleroderma', 'neonatal scleroderma']]"
[0],"[['Diastasis of muscle', 'diastasis recti complicating pregnancy, labor and delivery', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
[0],"[['Congenital fusion of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Other congenital malformations of ribs'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome']]"
"[1, 0]","[['Visuospatial deficit'], ['Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome']]"
"[1, 0]","[['Yttrium Radioisotopes'], ['Superficial frostbite of left wrist']]"
"[1, 0]","[['Other anxiety disorders'], ['Calcium Ionophores']]"
"[1, 0]","[['Nursing Economics', 'Economics, Nursing'], ['Nurses, Male']]"
"[1, 0]","[['Salivary Glands'], ['Exocrine Glands']]"
"[1, 0]","[['Clostridium beijerinckii'], ['Clostridium tyrobutyricum']]"
"[1, 0]","[['Videoconferencing', 'Videoconference'], ['Karyotype, Abnormal', 'Abnormal Karyotype']]"
[0],"[['Surfactants, Pulmonary', 'Pulmonary Surfactants', 'Pulmonary Surfactant', 'Surfactant, Pulmonary'], ['Pulmonary actinomycosis'], ['Pulmonary actinomycosis']]"
