ID,Syn
"2,ICD10:A02.8,ICD10_CM:A02.8","[""""""Other specified salmonella infections""""""],[""""""Other specified salmonella infections""""""]"
"2,ICD10:A02.9,ICD10_CM:A02.9","[""""""Salmonella infection, unspecified""""""],[""""""Salmonella infection, unspecified""""""]"
"4,ICD10_CM:A03,ICD10:A03,ICD10_CM:A03.8,ICD10:A03.8","[""""""Shigellosis""""""],[""""""Shigellosis""""""],[""""""Other shigellosis""""""],[""""""Other shigellosis""""""]"
"2,ICD10_CM:A03.0,ICD10:A03.0","[""""""Shigellosis due to Shigella dysenteriae"""""",""""""Group A shigellosis [Shiga-Kruse dysentery]""""""],[""""""Shigellosis due to Shigella dysenteriae"""""",""""""Group A shigellosis [Shiga-Kruse dysentery]""""""]"
"2,ICD10:A03.1,ICD10_CM:A03.1","[""""""Shigellosis due to Shigella flexneri"""""",""""""Group B shigellosis""""""],[""""""Shigellosis due to Shigella flexneri"""""",""""""Group B shigellosis""""""]"
"2,ICD10:A03.2,ICD10_CM:A03.2","[""""""Shigellosis due to Shigella boydii"""""",""""""Group C shigellosis""""""],[""""""Shigellosis due to Shigella boydii"""""",""""""Group C shigellosis""""""]"
"2,ICD10_CM:A03.3,ICD10:A03.3","[""""""Shigellosis due to Shigella sonnei"""""",""""""Group D shigellosis""""""],[""""""Shigellosis due to Shigella sonnei"""""",""""""Group D shigellosis""""""]"
"2,ICD10:A03.9,ICD10_CM:A03.9","[""""""Bacillary dysentery NOS"""""",""""""Shigellosis, unspecified""""""],[""""""Bacillary dysentery NOS"""""",""""""Shigellosis, unspecified""""""]"
"3,ICD10_CM:A18.83,ICD10_CM:A04,ICD10_CM:A18.32","[""""""Tuberculosis of digestive tract organs, not elsewhere classified"""""",""""""tuberculosis of intestine""""""],[""""""Other bacterial intestinal infections"""""",""""""bacterial foodborne intoxications, NEC"""""",""""""tuberculous enteritis""""""],[""""""Tuberculosis of intestine (large) (small)Tuberculous enteritis"""""",""""""Tuberculosis of anus and rectum"""""",""""""Tuberculous enteritis"""""",""""""Tuberculosis of intestine (large) (small)""""""]"
"2,ICD10:A04.0,ICD10_CM:A04.0","[""""""Enteropathogenic Escherichia coli infection""""""],[""""""Enteropathogenic Escherichia coli infection""""""]"
"2,ICD10_CM:A04.1,ICD10:A04.1","[""""""Enterotoxigenic Escherichia coli infection""""""],[""""""Enterotoxigenic Escherichia coli infection""""""]"
"2,ICD10:A04.2,ICD10_CM:A04.2","[""""""Enteroinvasive Escherichia coli infection""""""],[""""""Enteroinvasive Escherichia coli infection""""""]"
"2,ICD10:A04.4,ICD10_CM:A04.4","[""""""Other intestinal Escherichia coli infections"""""",""""""Escherichia coli enteritis NOS""""""],[""""""Other intestinal Escherichia coli infections"""""",""""""Escherichia coli enteritis NOS""""""]"
"2,ICD10:A04.5,ICD10_CM:A04.5","[""""""Campylobacter enteritis""""""],[""""""Campylobacter enteritis""""""]"
"2,ICD10:A04.8,ICD10_CM:A04.8","[""""""Other specified bacterial intestinal infections""""""],[""""""Other specified bacterial intestinal infections""""""]"
"2,ICD10:A04.9,ICD10_CM:A04.9","[""""""Bacterial enteritis NOS"""""",""""""Bacterial intestinal infection, unspecified""""""],[""""""Bacterial enteritis NOS"""""",""""""Bacterial intestinal infection, unspecified""""""]"
"2,ICD10:A05.0,ICD10_CM:A05.0","[""""""Foodborne staphylococcal intoxication""""""],[""""""Foodborne staphylococcal intoxication""""""]"
"2,ICD10_CM:A05.3,ICD10:A05.3","[""""""Foodborne Vibrio parahaemolyticus intoxication""""""],[""""""Foodborne Vibrio parahaemolyticus intoxication""""""]"
"2,ICD10_CM:A05.4,ICD10:A05.4","[""""""Foodborne Bacillus cereus intoxication""""""],[""""""Foodborne Bacillus cereus intoxication""""""]"
"2,ICD10_CM:A05.8,ICD10:A05.8","[""""""Other specified bacterial foodborne intoxications""""""],[""""""Other specified bacterial foodborne intoxications""""""]"
"2,ICD10_CM:A05.9,ICD10:A05.9","[""""""Bacterial foodborne intoxication, unspecified""""""],[""""""Bacterial foodborne intoxication, unspecified""""""]"
"2,ICD10_CM:A07,ICD10:A07","[""""""Other protozoal intestinal diseases""""""],[""""""Other protozoal intestinal diseases""""""]"
"2,ICD10:A07.0,ICD10_CM:A07.0","[""""""Balantidiasis"""""",""""""Balantidial dysentery""""""],[""""""Balantidiasis"""""",""""""Balantidial dysentery""""""]"
"2,ICD10:A07.1,ICD10_CM:A07.1","[""""""Giardiasis [lambliasis]""""""],[""""""Giardiasis [lambliasis]""""""]"
"2,ICD10_CM:A07.2,ICD10:A07.2","[""""""Cryptosporidiosis""""""],[""""""Cryptosporidiosis""""""]"
"2,ICD10:A08.0,ICD10_CM:A08.0","[""""""Rotaviral enteritis""""""],[""""""Rotaviral enteritis""""""]"
"2,ICD10_CM:A08.2,ICD10:A08.2","[""""""Adenoviral enteritis""""""],[""""""Adenoviral enteritis""""""]"
"2,ICD10_CM:A08.3,ICD10:A08.3","[""""""Other viral enteritis""""""],[""""""Other viral enteritis""""""]"
"2,ICD10:A08.5,ICD10_CM:A08.8","[""""""Other specified intestinal infections""""""],[""""""Other specified intestinal infections""""""]"
"5,ICD10_CM:A18.39,ICD10_CM:A15.7,ICD10_CM:A18.2,ICD10_CM:A15.6,ICD10_CM:A15.4","[""""""Retroperitoneal tuberculosis"""""",""""""Tuberculosis of retroperitoneal (lymph glands)"""""",""""""Tuberculosis of mesenteric glandsTuberculosis of retroperitoneal (lymph glands)"""""",""""""Tuberculosis of mesenteric glands""""""],[""""""Primary respiratory tuberculosis""""""],[""""""tuberculosis of mesenteric and retroperitoneal lymph nodestuberculous tracheobronchial adenopathy"""""",""""""tuberculosis of mesenteric and retroperitoneal lymph nodes"""""",""""""Tuberculous adenitis"""""",""""""Tuberculous peripheral lymphadenopathy"""""",""""""tuberculous tracheobronchial adenopathy""""""],[""""""Tuberculous pleurisy"""""",""""""Tuberculosis of pleura Tuberculous empyema"""""",""""""primary respiratory tuberculosis""""""],[""""""Tuberculosis of mediastinal lymph nodes"""""",""""""Tuberculosis of hilar lymph nodes"""""",""""""Tuberculosis of intrathoracic lymph nodes"""""",""""""Tuberculosis of tracheobronchial lymph nodes"""""",""""""Tuberculosis of mediastinal lymph nodesTuberculosis of hilar lymph nodes""""""]"
"3,ICD10:A17,ICD10_CM:A17.8,ICD10_CM:A17","[""""""Tuberculosis of nervous system""""""],[""""""Other tuberculosis of nervous system""""""],[""""""Tuberculosis of nervous system""""""]"
"2,ICD10_CM:A17.82,ICD10_CM:A17.0","[""""""Tuberculous meningoencephalitis"""""",""""""Tuberculous myelitis""""""],[""""""Tuberculous meningitisTuberculosis of meninges (cerebral)(spinal)"""""",""""""Tuberculous meningitis"""""",""""""tuberculous meningoencephalitis"""""",""""""Tuberculous leptomeningitis"""""",""""""Tuberculosis of meninges (cerebral)(spinal)""""""]"
"2,ICD10_CM:A17.1,ICD10_CM:A17.81","[""""""Meningeal tuberculoma"""""",""""""Tuberculoma of meninges (cerebral) (spinal)Meningeal tuberculoma"""""",""""""Tuberculoma of meninges (cerebral) (spinal)"""""",""""""tuberculoma of brain and spinal cord""""""],[""""""Tuberculous abscess of brain and spinal cord"""""",""""""Tuberculoma of brain and spinal cord""""""]"
"2,ICD10_CM:A18,ICD10:A18","[""""""Tuberculosis of other organs""""""],[""""""Tuberculosis of other organs""""""]"
"4,ICD10_CM:A18.4,ICD10_CM:A18.03,ICD10_CM:A18.5,ICD10_CM:A18.6","[""""""Tuberculosis of skin and subcutaneous tissuelupus erythematosus"""""",""""""lupus erythematosus"""""",""""""Tuberculosis of skin and subcutaneous tissue"""""",""""""Lupus excedens""""""],[""""""Tuberculous osteomyelitis"""""",""""""Tuberculosis of other bones"""""",""""""Tuberculous mastoiditisTuberculous osteomyelitis"""""",""""""Tuberculous mastoiditis""""""],[""""""Tuberculosis of eye"""""",""""""lupus vulgaris of eyelid""""""],[""""""tuberculous mastoiditis"""""",""""""tuberculosis of external eartuberculous mastoiditis"""""",""""""Tuberculosis of (inner) (middle) ear"""""",""""""tuberculosis of external ear""""""]"
"3,ICD10:A19.8,ICD10_CM:A19,ICD10_CM:A19.8","[""""""Other miliary tuberculosis""""""],[""""""Miliary tuberculosis""""""],[""""""Other miliary tuberculosis""""""]"
"2,ICD10_CM:A19.0,ICD10:A19.0","[""""""Acute miliary tuberculosis of a single specified site""""""],[""""""Acute miliary tuberculosis of a single specified site""""""]"
"2,ICD10_CM:A19.1,ICD10:A19.1","[""""""Acute miliary tuberculosis of multiple sites""""""],[""""""Acute miliary tuberculosis of multiple sites""""""]"
"2,ICD10_CM:A19.2,ICD10:A19.2","[""""""Acute miliary tuberculosis, unspecified""""""],[""""""Acute miliary tuberculosis, unspecified""""""]"
"2,ICD10_CM:A19.9,ICD10:A19.9","[""""""Miliary tuberculosis, unspecified""""""],[""""""Miliary tuberculosis, unspecified""""""]"
"2,ICD10_CM:A20.0,ICD10:A20.0","[""""""Bubonic plague""""""],[""""""Bubonic plague""""""]"
"2,ICD10_CM:A20.1,ICD10:A20.1","[""""""Cellulocutaneous plague""""""],[""""""Cellulocutaneous plague""""""]"
"2,ICD10:A20.2,ICD10_CM:A20.2","[""""""Pneumonic plague""""""],[""""""Pneumonic plague""""""]"
"2,ICD10:A20.3,ICD10_CM:A20.3","[""""""Plague meningitis""""""],[""""""Plague meningitis""""""]"
"2,ICD10_CM:A20.9,ICD10:A20.9","[""""""Plague, unspecified""""""],[""""""Plague, unspecified""""""]"
"2,ICD10:A22.2,ICD10_CM:A22.2","[""""""Gastrointestinal anthrax""""""],[""""""Gastrointestinal anthrax""""""]"
"2,ICD10:A22.7,ICD10_CM:A22.7","[""""""Anthrax sepsis""""""],[""""""Anthrax sepsis""""""]"
"2,ICD10:A22.9,ICD10_CM:A22.9","[""""""Anthrax, unspecified""""""],[""""""Anthrax, unspecified""""""]"
"2,ICD10_CM:A23,ICD10:A23.8","[""""""Brucellosis""""""],[""""""Other brucellosis""""""]"
"2,ICD10:A23.0,ICD10_CM:A23.0","[""""""Brucellosis due to Brucella melitensis""""""],[""""""Brucellosis due to Brucella melitensis""""""]"
"2,ICD10:A23.1,ICD10_CM:A23.1","[""""""Brucellosis due to Brucella abortus""""""],[""""""Brucellosis due to Brucella abortus""""""]"
"2,ICD10:A23.2,ICD10_CM:A23.2","[""""""Brucellosis due to Brucella suis""""""],[""""""Brucellosis due to Brucella suis""""""]"
"2,ICD10:A23.3,ICD10_CM:A23.3","[""""""Brucellosis due to Brucella canis""""""],[""""""Brucellosis due to Brucella canis""""""]"
"2,ICD10:A15,ICD10:A16","[""""""Respiratory tuberculosis, bacteriologically and histologically confirmed""""""],[""""""Respiratory tuberculosis, not confirmed bacteriologically or histologically""""""]"
DOID:0001816,"[""""""hemangiosarcoma"""""",""""""angiosarcoma""""""]"
DOID:0002116,"[""""""surfer's eye"""""",""""""pterygium""""""]"
DOID:0014667,"[""""""metabolic disease"""""",""""""disease of metabolism""""""]"
DOID:0040001,"[""""""shrimp allergy""""""]"
DOID:0040002,"[""""""ASA allergy"""""",""""""aspirin allergy"""""",""""""acetylsalicylic acid allergy""""""]"
DOID:0040003,"[""""""benzyl benicillin allergy"""""",""""""benzylpenicillin allergy"""""",""""""penicillin G allergy""""""]"
DOID:0040004,"[""""""amoxicillin allergy""""""]"
DOID:0040005,"[""""""rocephin allergy"""""",""""""ceftriaxone allergy""""""]"
DOID:0040006,"[""""""Tegretol allergy"""""",""""""carbamazepine allergy"""""",""""""carbamazepen allergy""""""]"
DOID:0040007,"[""""""abacavir allergy"""""",""""""ABC allergy""""""]"
DOID:0040008,"[""""""isonicotinylhydrazide allergy"""""",""""""INH allergy"""""",""""""isoniazide allergy""""""]"
DOID:0040009,"[""""""lidocaine allergy"""""",""""""Lidoderm allergy"""""",""""""xylocaine allergy"""""",""""""lignocaine allergy""""""]"
DOID:0040010,"[""""""Carbocaine allergy"""""",""""""mepivacaine allergy"""""",""""""Polocaine allergy""""""]"
DOID:0040011,"[""""""Luminal allergy"""""",""""""phenobarbitol allergy"""""",""""""phenobarbital allergy"""""",""""""phenobarbitone allergy""""""]"
DOID:0040012,"[""""""phenytoin allergy"""""",""""""Dilantin allergy""""""]"
DOID:0040013,"[""""""Zantac allergy"""""",""""""ranitidine allergy""""""]"
DOID:0040014,"[""""""corticosteroid allergy""""""]"
DOID:0040015,"[""""""sulfonamide allergy""""""]"
DOID:0040016,"[""""""SMX allergy"""""",""""""sulfamethoxazole allergy"""""",""""""SMZ allergy"""""",""""""sulphamethoxazole allergy""""""]"
DOID:0040017,"[""""""Profenal allergy"""""",""""""suprofen allergy""""""]"
DOID:0040018,"[""""""pentothiobarbital allergy"""""",""""""thiopental allergy"""""",""""""penthiobarbital allergy""""""]"
DOID:0040019,"[""""""mannitol allergy"""""",""""""D-mannitol allergy""""""]"
DOID:0040020,"[""""""cefotaxime allergy""""""]"
DOID:0040021,"[""""""cephalosporin allergy""""""]"
DOID:0040022,"[""""""amodiaquine allergy"""""",""""""Flavoquine allergy"""""",""""""Camoquin allergy""""""]"
DOID:0040023,"[""""""Ceclor allergy"""""",""""""cephaclor allergy"""""",""""""cefaclor allergy""""""]"
DOID:0040024,"[""""""Fortaz allergy"""""",""""""ceftazidime allergy"""""",""""""Tazicef allergy""""""]"
DOID:0040025,"[""""""Zinacef allergy"""""",""""""cephuroxime allergy"""""",""""""cefuroxime allergy""""""]"
DOID:0040026,"[""""""chlorhexidine allergy""""""]"
DOID:0040027,"[""""""cytophosphane allergy"""""",""""""cyclophosphamide allergy""""""]"
DOID:0040028,"[""""""suxamethonium allergy"""""",""""""succinylcholine allergy"""""",""""""dicholine succinate allergy"""""",""""""sux allergy"""""",""""""succinocholine allergy""""""]"
DOID:0040029,"[""""""proloprim allergy"""""",""""""trimethoprim allergy"""""",""""""TMP allergy"""""",""""""Primsol allergy""""""]"
DOID:0040030,"[""""""cefixime allergy""""""]"
DOID:0040031,"[""""""Voltaren allergy"""""",""""""diclofenac allergy""""""]"
DOID:0040032,"[""""""carbapenem allergy""""""]"
DOID:0040033,"[""""""piperacillin allergy""""""]"
DOID:0040034,"[""""""rocuronium allergy"""""",""""""Zemuron allergy"""""",""""""Esmeron allergy""""""]"
DOID:0040035,"[""""""sulfasalazine allergy""""""]"
DOID:0040036,"[""""""tubocurarine allergy"""""",""""""DTC allergy""""""]"
DOID:0040037,"[""""""Primbactam allergy"""""",""""""aztreonam allergy"""""",""""""Azactam allergy""""""]"
DOID:0040038,"[""""""meropenem allergy"""""",""""""Merrem allergy""""""]"
DOID:0040040,"[""""""allergic asthma to HMDI"""""",""""""allergic asthma to HDI"""""",""""""hexamethylene diisocyanate allergic asthma""""""]"
DOID:0040041,"[""""""isocyanates allergic asthma""""""]"
DOID:0040042,"[""""""allergic asthma to MDI"""""",""""""diphenylmethane-4,4'-diisocyanate allergic asthma""""""]"
DOID:0040043,"[""""""toluene meta-diisocyanate allergic asthma"""""",""""""allergic asthma to TDI""""""]"
DOID:0040044,"[""""""allergic asthma to MIC"""""",""""""methyl isocyanate allergic asthma""""""]"
DOID:0040045,"[""""""allergic asthma to Ni"""""",""""""nickel allergic asthma""""""]"
DOID:0040047,"[""""""trimellitic anhydride allergic asthma"""""",""""""allergic asthma to TMA""""""]"
DOID:0040048,"[""""""phthalic anhydride allergic asthma""""""]"
DOID:0040049,"[""""""maleic anhydride allergic asthma"""""",""""""allergic asthma to MA""""""]"
DOID:0040050,"[""""""tetrachlorophthalic anhydride allergic asthma""""""]"
DOID:0040051,"[""""""allergic asthma to HHPA"""""",""""""hexahydrophthalic anhydride allergic asthma""""""]"
DOID:0040052,"[""""""allergic contact dermatitis to MDI"""""",""""""diphenylmethane-4,4'-diisocyanate allergic contact dermatitis""""""]"
DOID:0040053,"[""""""allergic contact dermatitis to Co"""""",""""""cobalt allergic contact dermatitis""""""]"
DOID:0040054,"[""""""Co allergic asthma"""""",""""""cobalt allergic asthma""""""]"
DOID:0040055,"[""""""palladium allergic contact dermatitis"""""",""""""allergic contact dermatitis to Pd""""""]"
DOID:0040056,"[""""""chromium allergic contact dermatitis""""""]"
DOID:0040057,"[""""""benzoic acid allergic contact dermatitis"""""",""""""allergic contact dermatitis to benzoate""""""]"
DOID:0040058,"[""""""allergic contact dermatitis to PPD"""""",""""""1,4-phenylenediamine allergic contact dermatitis"""""",""""""allergic contact dermatitis to p-phenylenediamine""""""]"
DOID:0040059,"[""""""potassium dichromate allergic contact dermatitis""""""]"
DOID:0040060,"[""""""photoallergic dermatitis to Orudis"""""",""""""ketoprofen photoallergic dermatitis""""""]"
DOID:0040061,"[""""""remazole black respiratory allergy"""""",""""""respiratory allergy to Reactive Black 5""""""]"
DOID:0040062,"[""""""respiratory allergy to Trichlorol"""""",""""""chloramine T respiratory allergy"""""",""""""respiratory allergy to Chloraseptin"""""",""""""respiratory allergy to Chlorazol""""""]"
DOID:0040063,"[""""""4-vinylcyclohexene dioxide respiratory allergy"""""",""""""respiratory allergy to vinyl cyclohexene diepoxide""""""]"
DOID:0040064,"[""""""carvone allergic contact dermatitis"""""",""""""allergic contact dermatitis to levo-carvone""""""]"
DOID:0040065,"[""""""quinidine allergy"""""",""""""Kinidin allergy""""""]"
DOID:0040066,"[""""""melphalan allergy"""""",""""""Alkeran allergy""""""]"
DOID:0040067,"[""""""allergic contact dermatitis to neomycin sulphate"""""",""""""neomycin sulfate allergic contact dermatitis""""""]"
DOID:0040068,"[""""""allergic contact dermatitis to butylphen"""""",""""""allergic contact dermatitis to PTBP"""""",""""""4-tert-butylphenol allergic contact dermatitis""""""]"
DOID:0040069,"[""""""allergic contact dermatitis to dinitrochlorobenzene"""""",""""""allergic contact dermatitis to DNCB"""""",""""""1-chloro-2,4-dinitrobenzene allergic contact dermatitis""""""]"
DOID:0040070,"[""""""Bactrim allergy"""""",""""""cotrimoxazol allergy"""""",""""""TMP/SMX allergy"""""",""""""trimethoprim/sulfamethoxazole allergy"""""",""""""co-trimoxazole allergy""""""]"
DOID:0040071,"[""""""sodium aurothiomalate allergy"""""",""""""gold sodium thiomalate allergy""""""]"
DOID:0040072,"[""""""parthenolide allergic contact dermatitis"""""",""""""allergic contact dermatitis to feverfew""""""]"
DOID:0040073,"[""""""DSCG allergy"""""",""""""disodium cromoglycate allergy""""""]"
DOID:0040074,"[""""""formaldehyde allergic contact dermatitis"""""",""""""allergic contact dermatitis to formalin""""""]"
DOID:0040075,"[""""""allergic contact dermatitis to benzisothiazolone"""""",""""""allergic contact dermatitis to BIT"""""",""""""benzo[d]isothiazol-3-one allergic contact dermatitis""""""]"
DOID:0040076,"[""""""phthalyl group allergy"""""",""""""phthalyl allergy""""""]"
DOID:0040077,"[""""""alcuronium bromide allergy""""""]"
DOID:0040078,"[""""""gallamine allergy""""""]"
DOID:0040079,"[""""""2,4-dinitrophenyl allergic contact dermatitis"""""",""""""allergic contact dermatitis to DNP""""""]"
DOID:0040080,"[""""""patent blue V allergy""""""]"
DOID:0040081,"[""""""acid anhydride respiratory allergy""""""]"
DOID:0040082,"[""""""ethylene oxide allergy"""""",""""""ETO allergy"""""",""""""oxirane allergy""""""]"
DOID:0040083,"[""""""Chlamydia pneumonia""""""]"
DOID:0040084,"[""""""Streptococcus pneumonia""""""]"
DOID:0040085,"[""""""bacterial sepsis""""""]"
DOID:0040086,"[""""""polyomavirus associated nephropathy"""""",""""""Polyomavirus-associated Nephropathy"""""",""""""PVAN""""""]"
DOID:0040087,"[""""""autoimmune peripheral neuropathy""""""]"
DOID:0040088,"[""""""autoimmune uveitis""""""]"
DOID:0040089,"[""""""autoimmune optic neuritis""""""]"
DOID:0040090,"[""""""autoimmune gastritis""""""]"
DOID:0040091,"[""""""autoimmune pancreatitis""""""]"
DOID:0040092,"[""""""juvenile ankylosing spondylitis""""""]"
DOID:0040093,"[""""""DIL"""""",""""""drug-induced lupus erythematosus"""""",""""""DILE""""""]"
DOID:0040094,"[""""""autoimmune glomerulonephritis""""""]"
DOID:0040095,"[""""""autoimmune cardiomyopathy""""""]"
DOID:0040096,"[""""""autoimmune atherosclerosis""""""]"
DOID:0040097,"[""""""autoimmune vasculitis""""""]"
DOID:0040098,"[""""""pemphigus gestationis""""""]"
DOID:0040099,"[""""""livedoid vasculitis"""""",""""""livedoid vasculopathy""""""]"
DOID:0040100,"[""""""insulin autoimmune syndrome"""""",""""""Hirata disease""""""]"
DOID:0040101,"[""""""neoprene allergy"""""",""""""N,N'-diphenylthiourea allergic contact dermatitis""""""]"
DOID:0040102,"[""""""N,N'-diethylthiourea allergic contact dermatitis"""""",""""""neoprene allergy""""""]"
DOID:0040103,"[""""""cefotiam allergy""""""]"
ICD10_CM:A01.00,"[""""""Typhoid fever, unspecified""""""]"
ICD10_CM:A01.01,"[""""""Typhoid meningitis""""""]"
ICD10_CM:A01.02,"[""""""Typhoid myocarditis"""""",""""""Typhoid fever with heart involvement"""""",""""""Typhoid endocarditis"""""",""""""Typhoid fever with heart involvementTyphoid endocarditis""""""]"
ICD10_CM:A01.03,"[""""""Typhoid pneumonia""""""]"
ICD10_CM:A01.04,"[""""""Typhoid arthritis""""""]"
ICD10_CM:A01.05,"[""""""Typhoid osteomyelitis""""""]"
ICD10_CM:A01.09,"[""""""Typhoid fever with other complications""""""]"
ICD10_CM:A02,"[""""""Other salmonella infections""""""]"
ICD10_CM:A02.20,"[""""""Localized salmonella infection, unspecified""""""]"
ICD10_CM:A02.21,"[""""""Salmonella meningitis""""""]"
ICD10_CM:A02.22,"[""""""Salmonella pneumonia""""""]"
ICD10_CM:A02.23,"[""""""Salmonella arthritis""""""]"
ICD10_CM:A02.24,"[""""""Salmonella osteomyelitis""""""]"
ICD10_CM:A02.25,"[""""""Salmonella pyelonephritis"""""",""""""Salmonella tubulo-interstitial nephropathy""""""]"
ICD10_CM:A04.3,"[""""""Enterohemorrhagic Escherichia coli infection""""""]"
ICD10_CM:A04.6,"[""""""extraintestinal yersiniosis"""""",""""""Enteritis due to Yersinia enterocolitica""""""]"
ICD10_CM:A04.7,"[""""""Pseudomembraneous colitis"""""",""""""Enterocolitis due to Clostridium difficileFoodborne intoxication by Clostridium difficile"""""",""""""Enterocolitis due to Clostridium difficile"""""",""""""Foodborne intoxication by Clostridium difficile""""""]"
ICD10_CM:A04.71,"[""""""Enterocolitis due to Clostridium difficile, recurrent""""""]"
ICD10_CM:A04.72,"[""""""Enterocolitis due to Clostridium difficile, not specified as recurrent""""""]"
ICD10_CM:A05,"[""""""listeriosis"""""",""""""Escherichia coli infection"""""",""""""Other bacterial foodborne intoxications, not elsewhere classified"""""",""""""Clostridium difficile foodborne intoxication and infection""""""]"
ICD10_CM:A05.1,"[""""""Classical foodborne intoxication due to Clostridium botulinuminfant botulism"""""",""""""Botulism NOS"""""",""""""Botulism food poisoning""""""]"
ICD10_CM:A05.2,"[""""""Pig-bel"""""",""""""Enteritis necroticans"""""",""""""Foodborne Clostridium perfringens [Clostridium welchii] intoxication"""""",""""""Enteritis necroticansPig-bel""""""]"
ICD10_CM:A05.5,"[""""""Foodborne Vibrio vulnificus intoxication""""""]"
ICD10_CM:A06,"[""""""acanthamebiasisother protozoal intestinal diseases"""""",""""""Naegleriasis"""""",""""""Amebiasis""""""]"
ICD10_CM:A06.0,"[""""""Intestinal amebiasis NOSAcute amebic dysentery"""""",""""""Intestinal amebiasis NOS"""""",""""""Acute amebiasis"""""",""""""Acute amebic dysentery""""""]"
ICD10_CM:A06.1,"[""""""Chronic intestinal amebiasis""""""]"
ICD10_CM:A06.2,"[""""""Amebic nondysenteric colitis""""""]"
ICD10_CM:A06.3,"[""""""Ameboma of intestine"""""",""""""Ameboma NOS""""""]"
ICD10_CM:A06.4,"[""""""Hepatic amebiasis"""""",""""""Amebic liver abscess""""""]"
ICD10_CM:A06.5,"[""""""Amebic lung abscess"""""",""""""Amebic abscess of lung (and liver)""""""]"
ICD10_CM:A06.6,"[""""""Amebic brain abscess"""""",""""""Amebic abscess of brain (and liver) (and lung)""""""]"
ICD10_CM:A06.7,"[""""""Cutaneous amebiasis""""""]"
ICD10_CM:A06.8,"[""""""Amebic infection of other sites""""""]"
ICD10_CM:A06.81,"[""""""Amebic cystitis""""""]"
ICD10_CM:A06.82,"[""""""Amebic vesiculitis"""""",""""""Amebic vulvovaginitis"""""",""""""Amebic vulvovaginitisOther amebic genitourinary infections"""""",""""""Other amebic genitourinary infections""""""]"
ICD10_CM:A06.89,"[""""""Other amebic infections"""""",""""""Amebic appendicitis"""""",""""""Amebic appendicitisAmebic splenic abscess"""""",""""""Amebic splenic abscess""""""]"
ICD10_CM:A06.9,"[""""""Amebiasis, unspecified""""""]"
ICD10_CM:A07.3,"[""""""Infection due to Isospora belli and Isospora hominis"""""",""""""Isosporosis"""""",""""""Intestinal coccidiosis"""""",""""""Intestinal coccidiosisInfection due to Isospora belli and Isospora hominis"""""",""""""Isosporiasis""""""]"
ICD10_CM:A07.4,"[""""""Cyclosporiasis""""""]"
ICD10_CM:A07.8,"[""""""Intestinal microsporidiosis"""""",""""""Intestinal microsporidiosisIntestinal trichomoniasis"""""",""""""Intestinal trichomoniasis"""""",""""""Other specified protozoal intestinal diseases""""""]"
ICD10_CM:A07.9,"[""""""Protozoal diarrhea"""""",""""""Protozoal colitis"""""",""""""Protozoal intestinal disease, unspecified"""""",""""""Protozoal diarrheaProtozoal colitis"""""",""""""Flagellate diarrhea""""""]"
