List,Syns
[0],"[['hypersensitivity vasculitis'], ['anti-glomerular basement membrane disease', 'Goodpasture syndrome', 'anti-GBM disease'], ['Henoch-Sch@nlein purpura', 'Allergic purpura', 'Henoch-Schoenlein purpura', 'Henoch-Sch?nlein purpura', 'Autoimmune purpura'], ['IgA nephropathy', 'IGA glomerulonephritis', ""Berger's IgA or IgG nephropathy"", 'IgA glomerulonephritis', 'Focal Glomerulonephritis']]"
"[1, 0]","[['polyradiculopathy', 'Polyradiculopathy'], ['Cauda equina syndrome']]"
[0],"[['Thyroid insufficiency', 'hypothyroidism', 'Thyroid deficiency'], ['Myxedema'], ['myxedema']]"
[2],"[['obsolete syphilitic pericarditis', 'Syphilitic pericarditis (disorder)'], ['Syphilitic alopecia (disorder)', 'obsolete syphilitic alopecia'], ['congenital abnormality', 'obsolete congenital disorder']]"
[1],"[['Diverticulum of appendix'], ['beta thalassemia'], ['Diverticulum of appendix']]"
"[1, 0]","[['delusional disorder'], ['chronic paranoid schizophrenia', 'paranoid schizophrenia', 'Paraphrenic schizophrenia', 'Paranoid type schizophrenia', 'Paraphrenia - late']]"
[0],"[['primary cancer', 'cancer', 'malignant neoplasm', 'malignant tumor'], ['Dermatophytosis of foot', 'tinea pedis', ""Athlete's foot"", 'ringworm of foot'], ['Tinea Pedis', ""Athlete's Foot""]]"
[1],"[['facial nerve disease'], ['geniculate ganglionitis'], [""Bell's palsy"", 'facial weakness following cerebrovascular disease', 'Facial droop', 'Facial weakness'], ['Facial palsy', ""Bell's palsy""], ['Facial Palsy', 'facial paralysis'], [""Bell's (facial) palsy"", ""Bell's palsy"", 'Bell palsy']]"
"[1, 0]","[['Retinal dialysis', 'retinal perforation', 'Retinal tear', 'Retinal break'], ['macular holes', 'Macular hole']]"
"[1, 0]","[['locked-in syndrome', 'Locked in syndrome', 'Locked-in state'], ['tetraplegia', 'quadriplegia']]"
[9],"[['Anaemia of prematurity'], ['Other diseases of capillaries'], ['capillary disease', 'disease of capillaries'], ['Agricultural Crops', 'Crops, Agricultural'], ['Other diseases of capillaries'], ['Diseases of capillaries'], ['Crop, Avian'], ['Diseases of capillaries'], ['Carbuncle of neck'], ['Crop Protection']]"
"[1, 0]","[['osteochondrodysplasia', 'Congenital anomaly of cartilage', 'Osteochondrodysplasia syndrome', 'Cartilage Development disorder', 'chondrodystrophy'], ['polyepiphyseal dysplasia', 'multiple epiphyseal dysplasia']]"
"[1, 0]","[['Penile Lichen Sclerosus', 'balanitis xerotica obliterans'], ['Kraurosis of penis', 'leukoplakia of penis', 'Penile Leukoplakia']]"
[2],"[['Duodenal Obstruction'], ['duodenal obstruction'], ['chronic duodenal ileus']]"
[0],"[['reflex sympathetic dystrophy'], ['algoneurodystrophy', 'Algoneurodystrophy'], ['Algoneurodystrophy, upper arm']]"
[2],"[['Sarcocystosis', 'Sarcosporidiosis'], ['Sarcosporidiosis', 'sarcocystosis'], ['protozoal dysentery']]"
[2],"[['Mushroom-worker lung'], [""mushroom workers' lung""], [""farmer's lung"", 'farmer lung', 'Farmers lung']]"
[1],"[['root resorption'], ['Unspecified astigmatism'], ['Root Resorption']]"
[1],"[['Foster-Kennedy syndrome'], ['optic nerve disease', 'optic nerve disorder', 'disorder of the second nerve', 'optic neuropathy'], ['Foster-Kennedy syndrome']]"
"[1, 0]","[['cherubism'], ['bone spur', 'osteophyte', 'bony outgrowth', 'orbital exostosis', 'exostosis']]"
"[1, 0]","[['malignant neoplasm of placenta', 'Placental tumors', 'placenta cancer', 'neoplasm of placenta', 'malignant Placental tumor'], ['choriocarcinoma', 'Chorioepithelioma']]"
"[1, 0]","[['communication disorder'], ['language disorder']]"
[2],"[['Central Sensitization', 'Central Nervous System Sensitization'], ['central nervous system vasculitis'], ['granulomatous angiitis'], ['Systemic Vasculitis']]"
"[1, 0]","[['Sheltered Workshops'], ['Manic bipolar I disorder', 'Manic Depressive disorder', 'bipolar disorder', 'bipolar depression', 'Manic Bipolar Affective disorder', 'Depressive-manic psych.']]"
"[1, 0]","[['osteosclerotic myeloma'], ['Isolated osseous plasmacytoma', 'Solitary plasmacytoma of bone', 'solitary osseous plasmacytoma']]"
"[5, 1]","[['Xanthorhiza', 'Yellowroot'], ['Calcium Ionophores'], ['Other anxiety disorders'], ['Other sarcomas of liver'], ['Underdosing of aminoglycosides'], ['Transportation Facilities'], ['Other sarcomas of liver'], ['Hantavirus Infections', 'Infections, Hantavirus'], ['anus sarcoma', 'sarcoma of anus'], ['During administration of enema']]"
"[1, 0]","[['Struck by horse'], ['cervical Mullerian adenosarcoma', 'cervical adenosarcoma', 'cervical Muellerian adenosarcoma']]"
[1],"[['common bile duct disease'], ['Maxillary Diseases'], ['Common Bile Duct Diseases']]"
"[1, 0]","[['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['seborrheic keratosis']]"
[0],"[['Lassa virus'], ['orbital disease'], ['thalamic disease'], ['Resistance, Disease', 'Disease Resistance'], ['Orbital Diseases'], ['Monkey Diseases']]"
"[1, 0]","[['Benign essential microscopic hematuria'], ['cellular leiomyoma']]"
"[1, 0]","[['Papillary Syringadenoma', 'Papillary syringadenoma', 'Syringocystadenoma papilliferum', 'syringocystadenoma papilliferum'], ['papillary hidradenoma']]"
[1],"[['sclerosing liposarcoma'], ['atypical lipomatous tumor'], ['inflammatory liposarcoma', 'Inflammatory liposarcoma'], ['vulvar liposarcoma']]"
[4],"[['pulmonary valve disease', 'pulmonary valve disorder'], ['Other pulmonary aspergillosis'], ['Other pulmonary aspergillosis'], ['Valves, Pulmonary', 'Valve, Pulmonary', 'Pulmonary Valves', 'Pulmonary Valve'], ['Streptococcus bovis'], ['Pulmonary valve disorders in diseases classified elsewhere']]"
[2],"[['Other specified hyperalimentation'], ['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma']]"
"[1, 0]","[['Mental Fatigue', 'Fatigue, Mental'], ['micropapillomatosis labialis']]"
"[1, 0]","[[""Reiter's disease, shoulder""], ['anthrax disease']]"
[1],"[['Spasmophilia', 'Tetany, Neonatal', 'Tetany', 'Tetanilla'], ['Neonatal Leukemia', 'neonatal leukemia'], ['Xanthelasma of eyelid'], ['Xanthelasma of eyelid']]"
"[6, 5, 3, 1]","[['Fibroma of the Liver', 'liver fibroma'], ['Liver Regeneration'], ['Injury of liver'], ['Liver, unspecified'], ['Other injury of liver'], ['Cranial Irradiation'], ['Polyphenols', 'Provinols']]"
"[1, 0]","[['Otogenic vertigo', ""Mnire's vertigo"", 'Meniere disease', ""Meniere's disease""], ['endolymphatic hydrops', 'labyrinthine hydrops']]"
"[1, 0]","[['chronic canaliculitis'], ['Chronic otitis externa NOS', 'Other otitis externa']]"
[0],"[['Calicivirus enteritis'], ['Other viral enteritis'], ['Other viral enteritis']]"
[1],"[['Meningococcal infection'], ['Euglenozoa Infections'], ['Other meningococcal infections'], ['Meningococcal infection']]"
[2],"[['Syphilitic aneurysm of aorta'], ['Aortic aneurysm and dissection', 'traumatic aortic aneurysm', 'aortic ectasia'], ['Other injury of abdominal aorta'], ['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm']]"
"[1, 0]","[['Enterovirus Infections', 'Infections, Enterovirus'], ['Other spirochetal infections']]"
[6],"[['Flavivirus Infections', 'Infections, Flavivirus'], ['Other spirochaetal infections'], ['Yatapoxvirus infections'], ['Control, Infection', 'Infection Control'], ['Other yatapoxvirus infections'], ['Mesomycetozoea Infections'], ['Bioethical Issues']]"
[2],"[['Estrogen excess'], ['Estrogen excess'], ['Predatory Behavior'], ['Convergence excess']]"
[0],"[['Paranoid Behavior'], ['Other lactose intolerance'], ['Lactose intolerance'], ['Other lactose intolerance'], ['Lactose intolerance']]"
"[1, 0]","[['Pinguecula, left eye'], ['Hypopyon, left eye']]"
[2],"[['Staphyloma posticum, left eye'], ['Corneal staphyloma, left eye'], ['Regular astigmatism, left eye']]"
[3],"[['Paresis of accommodation, right eye'], ['Scleral ectasia, right eye'], ['Scleral ectasia, left eye'], ['Eye Manifestations']]"
"[1, 0]","[['Iridodialysis, left eye'], ['Minor opacity of cornea, left eye']]"
"[1, 0]","[['Other paralytic strabismus'], ['omega-Conotoxin', 'omega-Conotoxins']]"
"[1, 0]","[['Presbycusis, left ear'], ['Contusion of left ear']]"
"[1, 0]","[['Carbuncle of right foot'], ['Metatarsalgia, right foot']]"
"[1, 0]","[['Carbuncle of left foot'], ['Metatarsalgia, left foot']]"
[2],"[['Guttate psoriasis'], ['Guttate psoriasis'], ['Assisted Circulation', 'Circulation, Assisted']]"
[0],"[['Other specified conditions of integument specific to newborn'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Systemic sclerosis [scleroderma]', 'circumscribed scleroderma', 'neonatal scleroderma']]"
"[1, 0]","[['External constriction, right knee'], ['Postimmunization arthropathy, right knee']]"
"[1, 0]","[['Post-traumatic osteoarthritis, left hand'], ['Ganglion, left hand']]"
"[1, 0]","[['Boutonnière deformity'], ['Hand Deformities']]"
[2],"[['Superficial frostbite of right finger(s)'], ['Other secondary osteonecrosis, right finger(s)'], ['Boutonnière deformity of right finger(s)'], ['Other osteonecrosis, right finger(s)']]"
"[1, 0]","[['Abrasion of wrist'], ['Osteophyte, wrist']]"
[0],"[['Diastasis of muscle', 'diastasis recti complicating pregnancy, labor and delivery', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
[0],"[['Bile Duct Diseases'], ['Atresia of bile ducts'], ['Atresia of bile ducts']]"
[0],"[['Congenital fusion of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Other congenital malformations of ribs'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome']]"
"[1, 0]","[['Visuospatial deficit'], ['Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome']]"
"[1, 0]","[['Caspases, Initiator', 'Initiator Caspases'], ['Underdosing of opium']]"
[2],"[['Y Chromosome'], ['Chromosome Structures'], ['Assault by shotgun']]"
[1],"[['Other osteoporosis', 'Senile osteoporosis'], ['Multiple Hemangioblastomas', 'Hemangioblastoma'], ['Idiopathic osteoporosis']]"
"[1, 0]","[['Hair transplant'], ['Hair Follicle']]"
[1],"[['Pediatric Nursing', 'Nursing, Pediatric'], ['Nurses, Neonatal'], ['Nurses, Pediatric']]"
[0],"[['Dental Papillae', 'Dental Papilla', 'Papilla, Dental', 'Papillae, Dental'], ['Amalgam, Dental', 'Dental Amalgams', 'Amalgams, Dental', 'Dental Amalgam'], ['Anesthesia, Dental', 'Dental Anesthesia']]"
"[1, 0]","[['Animal Communication'], ['Toxoplasmosis, Animal']]"
"[1, 0]","[['Blood Grouping', 'Crossmatching, Blood', 'Blood Typing', 'Blood Grouping and Crossmatching'], ['Reinforcement Schedule']]"
[0],"[['Nursing Licensure', 'Nursing Licensures', 'Licensures, Nursing', 'Licensure, Nursing'], ['Kanamycin Resistance'], ['Capillary Resistance']]"
"[1, 0]","[['Uveal Neoplasms'], ['Chlorohydrins', 'Chlorhydrins']]"
"[1, 0]","[['Nursing Economics', 'Economics, Nursing'], ['Nurses, Male']]"
"[1, 0]","[['Biological Evolution'], ['Evolution, Planetary', 'Planetary Evolution']]"
"[1, 0]","[['Salivary Glands'], ['Exocrine Glands']]"
"[1, 0]","[['Metacarpals', 'Metacarpal Bones'], ['Hardness Tests']]"
"[1, 0]","[['Simbu Group Viruses', 'Simbu virus'], ['Helping Behavior']]"
"[1, 0]","[['Hospital Auxiliaries', 'Auxiliary, Hospital', 'Auxiliaries, Hospital', 'Hospital Auxiliary'], ['Pediatric Hospitals', 'Hospitals, Pediatric']]"
"[1, 0]","[['Insulin Antagonists'], ['Ultralente Insulin', 'Insulin, Ultralente']]"
"[1, 0]","[['Reproductive Medicine', 'Medicine, Reproductive'], ['Medicine in Literature']]"
"[1, 0]","[['Integrative Medicine'], ['Military Medicine', 'Medicine, Military']]"
"[1, 0]","[['Infections, Hepadnaviridae', 'Hepadnaviridae Infections'], ['Infections, Mycobacterium', 'Mycobacterium Infections']]"
"[1, 0]","[['Groups, Occupational', 'Occupational Group', 'Occupational Groups', 'Group, Occupational'], ['Enediyne Group', 'Enediynes']]"
"[1, 0]","[['Process, Nursing', 'Nursing Process'], ['Nursing, Holistic', 'Holistic Nursing']]"
"[1, 0]","[['Nursing, Office', 'Office Nursing'], [""Nurses' Instruction""]]"
"[1, 0]","[['Pregnancy, Abdominal', 'Abdominal Pregnancy'], ['Pregnancy, Quintuplet']]"
"[1, 0]","[['Amphipods', 'Amphipoda'], ['Tetrahymena pyriformis']]"
"[1, 0]","[['Immunoglobulin Class Switching', 'Class Switching', 'Isotype Switching'], ['Health Behavior']]"
"[1, 0]","[['Infections, Astroviridae', 'Astroviridae Infections'], ['Infections, Morbillivirus', 'Morbillivirus Infections']]"
"[1, 0]","[['obsolete hemopoetic tissue disease'], ['Skin and Connective Tissue Diseases']]"
"[1, 0]","[['obsolete lung occult carcinoma', 'Occult carcinoma of the lung', 'occult carcinoma of lung'], ['obsolete childhood liver neoplasm']]"
[2],"[['Pulmonary actinomycosis'], ['Pulmonary actinomycosis'], ['Surfactants, Pulmonary', 'Pulmonary Surfactants', 'Pulmonary Surfactant', 'Surfactant, Pulmonary'], ['pulmonary hypertension'], ['Pulmonary Hypertension', 'Hypertension, Pulmonary']]"
