ID,Syn
"Mesh:D007415,DOID: 8437","['Intestinal Obstruction'],['intestinal obstruction']"
"DA93.0,DOID: 8442","['Paralytic ileus'],['paralytic ileus']"
"Mesh:D007416,DOID: 2074","['Intestinal Perforation'],['Perforation of intestine','intestinal perforation']"
"DOID: 13419,Mesh:D055496","['neurogenic bowel'],['Neurogenic Bowel']"
"DOID: 0060328,DB50.1","['anal fistula'],['Anal fistula']"
"DOID: 11374,DB72.0","['anal spasm'],['Anal spasm']"
"Mesh:D011349,DOID: 3127","['Proctitis'],['proctitis']"
"DD53,DOID: 0060321","['Umbilical hernia'],['umbilical hernia']"
"Mesh:D009059,DOID: 403","['Mouth Diseases'],['mouth disease']"
"DOID: 9297,Mesh:D008047","['lip disease','disease of lips'],['Lip Diseases']"
"Mesh:D002613,DOID: 1762,DA00.0","['Cheilitis'],['cheilitis'],['Cheilitis']"
"DOID: 0060315,Mesh:D017733","['hairy leukoplakia','oral hairy leukoplakia'],['Leukoplakia, Hairy, Oral','Oral Hairy Leukoplakia','Leukoplakia, Hairy']"
"Mesh:D010305,DOID: 10302","['Parotid Diseases'],['parotid disease']"
"Mesh:D013364,DOID: 12897","['Submandibular Gland Diseases'],['submandibular gland disease']"
"Mesh:D009625,DOID: 9672","['Stomatitis, Gangrenous','Cancrum Oris','Noma'],['Cancrum oris','noma','Gangrenous stomatitis']"
"DOID: 10944,DA03","['tongue disease'],['Diseases of tongue']"
"Mesh:D005928,DA03.0,DOID: 1456","['Glossitis'],['Glossitis'],['glossitis']"
"DA09.4,DOID: 11189","['Pulp degeneration'],['pulp degeneration']"
"DOID: 11121,DA09.0","['pulpitis'],['Pulpitis']"
"DA0B,DOID: 1483","['Gingival diseases'],['gingival disease']"
"DOID: 3671,DA0B.6,Mesh:D010497","['pericoronitis'],['Pericoronitis'],['Pericoronitis']"
"DOID: 9893,DA0C.2","['periodontosis'],['Periodontosis']"
"DOID: 214,DA08","['teeth hard tissue disease'],['Diseases of hard tissues of teeth']"
"Mesh:D003805,DOID: 701","['Dentin Dysplasia'],['dentin dysplasia','Dentinal dysplasia']"
"DOID: 13240,Mesh:D014091","['tooth resorption'],['Tooth Resorption']"
"DOID: 14550,Mesh:D012391","['root resorption'],['Root Resorption']"
"DOID: 0080178,Mesh:D052016","['mucositis'],['Mucositis']"
"Mesh:D013271,DOID: 3229","['Gastric Dilatation','Gastric Dilation','Stomach Dilation','Stomach Dilatation'],['stomach dilatation','gastric dilatation']"
"DOID: 12639,Mesh:D011707","['pyloric stenosis'],['Stenosis, Pyloric','Pyloric Stenosis']"
"DA42.2,DOID: 4030","['Eosinophilic gastritis'],['eosinophilic gastritis']"
"DOID: 4035,DA42.3","['lymphocytic gastritis'],['Lymphocytic gastritis']"
"DA0F.0,Mesh:D002054","['Burning mouth syndrome'],['Burning Mouth Syndrome']"
"Mesh:D004066,13.0","['Digestive System Diseases'],['Diseases of the digestive system']"
"Mesh:D004377,DE11","['Dumping Syndrome'],['Dumping syndrome']"
"Mesh:D004382,DA63.0","['Erosive Duodenitis','Duodenitis'],['Duodenal erosion']"
"DA42,Mesh:D005756","['Gastritis'],['Gastritis']"
"DB94,Mesh:D008108","['Alcoholic liver disease'],['Alcoholic Liver Diseases','Liver Diseases, Alcoholic']"
"Mesh:D008260,DA03.5","['Macroglossia'],['Macroglossia']"
"DA0E.51,Mesh:D008311","['Angle class I malocclusion'],['Malocclusion, Angle Class I','Angle Class I']"
"DB32.2,Mesh:D008531","['Megacolon'],['Megacolon']"
"Mesh:D009914,DA02.2","['Oral Submucous Fibrosis'],['Oral submucous fibrosis']"
"Mesh:D010382,DB98.1","['Peliosis Hepatis'],['Peliosis hepatis']"
"DA04,Mesh:D012466","['Diseases of salivary glands'],['Salivary Gland Diseases']"
"Mesh:D012778,KB89.1","['Short Bowel Syndrome'],['Short bowel syndrome']"
"DA40.0,Mesh:D017219","['Gastric outlet obstruction'],['Gastric Outlet Obstruction']"
"Mesh:D041881,DC12.0","['Acute Cholecystitis','Cholecystitis, Acute'],['Acute cholecystitis']"
"DC32,Mesh:D050500","['Chronic pancreatitis'],['Pancreatitis, Chronic','Chronic Pancreatitis']"
"Mesh:D051261,DA01.21","['Orofacial Granulomatosis','Granulomatosis, Orofacial'],['Orofacial granulomatosis']"
"DB99.Y,BlockL1-DB9","['Other diseases of liver'],['Diseases of liver']"
"DB91.1,DB91","['Other acute or subacute hepatic failure'],['Acute or subacute hepatic failure']"
"DD00.0,DD00.0Z","['Diverticulitis of unspecified part of intestine with complication'],['Diverticulitis of unspecified part of intestine with complication, unspecified']"
"DD01.Z,DD01","['Diverticulosis of unspecified part of intestine, unspecified'],['Diverticulosis of unspecified part of intestine']"
"DD02.Z,DD02","['Diverticulum of unspecified part of intestine, unspecified'],['Diverticulum of unspecified part of intestine']"
DOID: 77,"['GIT disease','digestive system disorder','alimentary system disease','Gastroenteropathy','gastrointestinal system disease','gastrointestinal disorder','gastrointestinal disease']"
DOID: 13250,"['diarrhoea','diarrhea of presumed infectious origin']"
DOID: 0050140,"['acute diarrhea','acute Noninfective neonatal diarrhea']"
DOID: 0060774,['congenital diarrhea']
DOID: 0060776,"['congenital familial intractable diarrhea with epithelial or epithelium abnormalities','congenital diarrhea 5 with tufting enteropathy','DIAR5','congenital tufting enteropathy']"
DOID: 0060780,"['chronic diarrhea due to guanylate cyclase 2C overactivity','congenital diarrhea 6']"
DOID: 0060778,"['congenital chronic diarrhea with exudative enteropathy','congenital diarrhea 7 with exudative enteropathy','congenital chronic diarrhea with protein-losing enteropathy']"
DOID: 0060779,"['congenital malabsorptive diarrhea due to paucity of enteroendocrine cells','enteric anendocrinosis','congenital malabsorptive diarrhea 4']"
DOID: 0060775,"['diarrhea 2 with microvillus atrophy','congenital microvillus atrophy','Davidson disease','microvillus inclusion disease','congenital familial protracted diarrhea with enterocyte brush-border abnormalities','MVD','intractable diarrhea of infancy']"
DOID: 0050132,['inflammatory diarrhea']
DOID: 0050131,['motility-related diarrhea']
DOID: 0050130,['osmotic diarrhea']
DOID: 0050129,['secretory diarrhea']
DOID: 0060296,"['congenital chloridorrhea','congenital secretory chloride diarrhea 1','congenital chloride diarrhea finnish type']"
DOID: 0060781,"['congenital secretory sodium diarrhea 3 syndromic','congenital secretory sodium diarrhea 3 with or without other congenital anomalies','congenital secretory sodium diarrhea 3']"
DOID: 0060777,"['DIAR8','congenital secretory sodium diarrhea 8']"
DOID: 0080171,"['esophageal atresia/tracheoesophageal fistula','esophageal atresia and/or tracheoesophageal fistula','tracheoesophageal fistula with or without esohageal atresia']"
DOID: 6050,"['esophageal disease','esophageal Ulcer']"
DOID: 9206,"['Barrett's oesophagus','(ulcerative esophagitis) or (Barrett's esophagus)','CLE','Barrett's ulcer of esophagus','Barrett's esophagus','Barretts syndrome','Barrett's esophagus with esophagitis','Barrett esophagus']"
DOID: 9164,"['cardiospasm','achalasia','hypertensive lower esophageal sphincter','esophageal achalasia','achalasia of cardia','Lack of reflex relaxation of lower oesophageal sphincter','achalasia of esophagus']"
DOID: 13921,['bacterial esophagitis']
DOID: 13922,['eosinophilic esophagitis']
DOID: 13147,['fungal esophagitis']
DOID: 6297,['viral esophagitis']
DOID: 13186,['megaesophagus']
DOID: 0060262,['gallbladder disease']
DOID: 4140,"['sphincter of oddi dysfunction','biliary dyskinesia']"
DOID: 9714,"['occlusion of gallbladder','Obstruction of gallbladder']"
DOID: 10254,"['strawberry gallbladder','Cholesterolosis of gallbladder']"
DOID: 2326,"['infectious colitis, enteritis and gastroenteritis','gastroenteritis','cholera morbus']"
DOID: 13622,"['campylobacteriosis','Campylobacteriosis (disorder)','(Campylobacter GIT infection (& [diarrhea] or [enteritis]) or (helicobacter gastritis)']"
DOID: 4031,"['Eosinophilic gastroenteritis','Eosinophilic Gastroenteritis','Eosinophilic gastroenteritis (disorder)','eosinophilic gastroenteritis']"
DOID: 8534,"['Gastroesophageal reflux disease','GERD - Gastro-esophageal reflux disease','Gastroesophageal reflux','Gastro-esophageal reflux','Gastresophageal reflux','GERD','gastroesophageal reflux disease','Acid reflux']"
DOID: 3118,"['hepatobiliary disease','liver and biliary tract disease']"
DOID: 4138,"['bile duct disorder NOS (disorder)','bile duct disease','disorder of bile duct (disorder)']"
DOID: 0050876,['Caroli disease']
DOID: 14271,"['acute Cholangitis','acute cholangitis','acute cholangitis (disorder)']"
DOID: 14270,"['ascending cholangitis','Ascending Cholangitis','Ascending cholangitis (disorder)']"
DOID: 1949,"['acute and chronic cholecystitis (disorder)','acute on chronic cholecystitis','chronic cholecystitis','acute cholecystitis NOS (disorder)','acute cholecystitis unspecified (disorder)','acute and chronic cholecystitis','cholecystitis','chronic cholecystitis (disorder)','acute cholecystitis','acute cholecystitis (disorder)']"
DOID: 2828,"['cholecystitis without calculus (disorder)','acute cholecystitis without calculus (disorder)','acute acalculous cholecystitis','acalculous cholecystitis']"
DOID: 9765,"['Gaseous pericholecystitis','emphysematous cholecystitis']"
DOID: 9766,['xanthogranulomatous cholecystitis']
DOID: 9439,['chronic cholangitis']
DOID: 14272,['pericholangitis']
DOID: 14268,"['sclerosing cholangitis','fibrosing cholangitis']"
DOID: 14269,"['Suppurative Cholangitis','suppurative cholangitis','Suppurative cholangitis (disorder)']"
DOID: 899,"['Congenital choledochal cyst','choledochal cyst','Congenital choledochal cyst (disorder)']"
DOID: 13580,"['bile occlusion','Obstruction of bile duct','cholestasis']"
DOID: 13608,"['Atresia of bile duct','Congenital biliary atresia (disorder)','biliary atresia, congenital','biliary atresia']"
DOID: 13619,"['extrahepatic cholestasis (finding)','extrahepatic obstructive biliary disease (disorder)','extrahepatic biliary Stasis','extrahepatic cholestasis']"
DOID: 0070230,['benign recurrent intrahepatic cholestasis']
DOID: 0070231,['benign recurrent intrahepatic cholestasis 1']
DOID: 0070232,['benign recurrent intrahepatic cholestasis 2']
DOID: 0070228,['intrahepatic cholestasis of pregnancy 1']
DOID: 0070229,['intrahepatic cholestasis of pregnancy 3']
DOID: 0070221,['progressive familial intrahepatic cholestasis']
DOID: 0070226,['progressive familial intrahepatic cholestasis 1']
DOID: 0070222,['progressive familial intrahepatic cholestasis 2']
DOID: 0070223,['progressive familial intrahepatic cholestasis 3']
DOID: 0070224,['progressive familial intrahepatic cholestasis 4']
DOID: 0070225,['progressive familial intrahepatic cholestasis 5']
DOID: 13603,"['Obstructive hyperbilirubinemia','Obstructive jaundice NOS','Obstructive hyperbilirubinemia (disorder)','obstructive jaundice','Obstructive jaundice NOS (disorder)','Cholestatic jaundice syndrome (disorder)','Cholestatic Jaundice']"
DOID: 13409,"['Perforation of bile duct (disorder)','perforation of bile duct']"
DOID: 409,"['hepatic disorder','liver disease','disorder of liver (disorder)']"
DOID: 9245,"['Alagille syndrome','Arteriohepatic dysplasia (disorder)','Alagille-Watson syndrome']"
DOID: 893,"['Westphal pseudosclerosis','Westphal-Strumpell syndrome','Wilson disease','Wilson's disease','Cerebral pseudosclerosis','hepatolenticular degeneration']"
DOID: 2237,"['acute/subac. necrosis of liver','chronic hepatitis','chronic persistent hepatitis','acute hepatitis','hepatitis','acute and subacute liver necrosis','animal hepatitis']"
DOID: 12351,"['Alcoholic hepatitis','acute alcoholic liver disease','acute alcoholic liver disease (disorder)','acute alcoholic hepatitis','Alcoholic Hepatitis','Alcoholic hepatitis (disorder)','acute Alcoholic Hepatitis','alcoholic hepatitis']"
DOID: 2044,"['drug-induced hepatitis','Drug-induced chronic hepatitis (disorder)']"
DOID: 2239,"['Granulomatous hepatitis (disorder)','granulomatous hepatitis']"
DOID: 1884,"['viral hepatitis','animal viral hepatitis','viral hepatitis with hepatic coma','Unspecified viral hepatitis with hepatic coma','human viral hepatitis','Viral hepatitis with hepatic coma (disorder)']"
DOID: 0050204,['Epstein-Barr virus hepatitis']
DOID: 900,"['Hepatopulmonary syndrome (disorder)','hepatopulmonary syndrome']"
DOID: 5082,"['cirrhosis of liver','liver cirrhosis','Cirrhosis']"
DOID: 14018,"['Portal cirrhosis','Alcoholic Cirrhosis','Laennec's cirrhosis, alcoholic','Laennec's cirrhosis','Alcoholic cirrhosis of liver','alcoholic liver cirrhosis']"
DOID: 12236,"['cholestatic cirrhosis','primary biliary cirrhosis','chronic nonsuppurative destructive cholangitis','biliary liver cirrhosis']"
DOID: 918,"['liver inflammatory pseudotumor','Inflammatory Pseudotumor of the Liver']"
DOID: 3852,"['Peutz Jeghers colon polyp','Peutz-Jeghers syndrome','Peutz-Jeghers polyp of small Intestine','gastric Peutz-Jeghers polyp','Colonic hamartomatous polyp','Peutz Jeghers polyp','peutz-jeghers small bowel hamartoma']"
DOID: 8476,"['Whipple disease','intestinal lipodystrophy','Whipple's disease (disorder)','Whipple's disease']"
DOID: 8590,"['acute gastrointestinal tract vascular insuffic. (disorder)','acute intestinal Ischemia','acute vascular insufficiency of intestine','acute intestinal vascular insufficiency','acute GIT vascular insuffic.']"
DOID: 10846,['angiodysplasia of intestine']
DOID: 10606,"['Bacterial overgrowth syndrome (disorder)','Blind loop syndrome (disorder)','blind loop syndrome','Blind loop syndrome']"
DOID: 9779,['bowel dysfunction']
DOID: 2089,['constipation']
DOID: 2088,['outlet dysfunction constipation']
DOID: 1518,"['disorder of cecum (disorder)','cecal disease']"
DOID: 8337,"['acute appendicitis with peritoneal abscess','acute appendicitis with generalized peritonitis','appendicitis','acute appendicitis','acute appendicitis with peritoneal abscess (disorder)','acute appendicitis with generalized peritonitis (disorder)']"
DOID: 8633,"['chronic mesenteric ischemia','CMI - chronic mesenteric ischaemia','chronic intestinal vascular insufficiency']"
DOID: 5353,"['colon disorder','colonic disease']"
DOID: 10656,"['Colonic leiomyoma','colon leiomyoma']"
DOID: 13254,"['colonic diverticular disease','diverticulitis of colon']"
DOID: 11371,"['functional diarrhea','Functional diarrhea (disorder)']"
DOID: 11372,"['megacolon','Dilatation of colon']"
DOID: 10487,"['aganglionic megacolon','pelvirectal achalasia','congenital megacolon','Hirschsprung's disease','macrocolon','Hirschsprung disease','total intestinal aganglionosis']"
DOID: 0080072,['neuronal intestinal dysplasia']
DOID: 1897,['sigmoid disease']
DOID: 8408,"['Meckel diverticulitis','Meckel's diverticulitis','Meckel's diverticulitis (disorder)']"
DOID: 8643,"['duodenitis','Hemorrhagic duodenitis']"
DOID: 4072,"['duodenal disease','duodenum disorder']"
DOID: 8778,"['Crohn's disease','Crohn's disease of large bowel','Granulomatous Colitis','Crohn disease','Pediatric Crohn's disease','Crohn's disease of colon (disorder)']"
DOID: 0060192,['Crohn's colitis']
DOID: 0060191,"['gastroduodenal Crohn's disease','upper GI Crohn's disease']"
DOID: 0060189,"['ileitis','Crohn's ileitis']"
DOID: 0060190,['ileocolitis']
DOID: 0060188,['jejunoileitis']
DOID: 0060185,"['Clostridium difficile colitis','Pseudomembranous colitis']"
DOID: 0060186,['chemical colitis']
DOID: 0110892,"['inflammatory bowel disease 1','IBD1']"
DOID: 0110885,"['inflammatory bowel disease 10','inflammatory bowel disease (Crohn disease) 10','IBD10']"
DOID: 0110894,"['inflammatory bowel disease 11','IBD11']"
DOID: 0110887,"['inflammatory bowel disease 12','IBD12']"
DOID: 0110893,"['inflammatory bowel disease 13','IBD13']"
DOID: 0110895,"['inflammatory bowel disease 14','IBD14']"
DOID: 0110897,"['IBD15','inflammatory bowel disease 15']"
DOID: 0110896,"['inflammatory bowel disease 16','IBD16']"
DOID: 0110883,"['inflammatory bowel disease 17','IBD17']"
DOID: 0110888,"['inflammatory bowel disease 18','IBD18']"
DOID: 0110890,"['inflammatory bowel disease (Crohn disease) 19','inflammatory bowel disease 19','IBD19']"
DOID: 0110900,"['IBD2','inflammatory bowel disease 2']"
DOID: 0110898,"['inflammatory bowel disease 20','IBD20']"
DOID: 0110906,"['IBD21','inflammatory bowel disease 21']"
DOID: 0110905,"['IBD22','inflammatory bowel disease 22']"
DOID: 0110884,"['inflammatory bowel disease 23','IBD23']"
DOID: 0110908,"['IBD24','inflammatory bowel disease 24']"
DOID: 0110909,"['IBD25','early onset autosomal recessive inflammatory bowel disease 25','inflammatory bowel disease 25']"
DOID: 0110901,"['IBD26','inflammatory bowel disease 26']"
DOID: 0110902,"['inflammatory bowel disease 27','IBD27']"
DOID: 0110899,"['IBD28','inflammatory bowel disease 28','early onset autosomal recessive inflammatory bowel disease 28']"
DOID: 0110891,"['inflammatory bowel disease 3','IBD3']"
DOID: 0110903,"['IBD4','inflammatory bowel disease 4']"
DOID: 0110889,"['inflammatory bowel disease 5','IBD5']"
DOID: 110907,['inflammatory bowel disease 6']
DOID: 0110882,"['inflammatory bowel disease 7','IBD7']"
DOID: 0110904,"['IBD8','inflammatory bowel disease 8']"
DOID: 0110886,"['IBD9','inflammatory bowel disease 9']"
DOID: 10486,['intestinal atresia']
DOID: 0080216,['	duodenal atresia']
DOID: 100,"['bacterial enteritis','intestinal infectious disease']"
DOID: 12384,"['dysentery','Infectious diarrhea']"
DOID: 14397,['protozoal dysentery']
DOID: 13687,"['chronic duodenal ileus (disorder)','chronic duodenal ileus']"
DOID: 3557,"['Superior mesenteric artery syndrome (disorder)','superior mesenteric artery syndrome','Superior mesenteric artery syndrome']"
DOID: 8440,"['ileus','Ileus of intestine']"
DOID: 3878,"['Pseudo-obstruction of intestine (disorder)','intestinal pseudo-obstruction','intestinal Pseudo-obstruction','intestine pseudoobstruction']"
DOID: 8448,['intestinal impaction']
DOID: 8445,"['Volvulus','intestinal volvulus','Twist of intestine, bowel, or colon']"
DOID: 8446,"['intussusception','Intussusception NOS (disorder)','Intussusception of intestine (disorder)','Invagination of intestine or colon','Intussusception (morphologic abnormality)']"
DOID: 2073,"['Perinatal intestinal perforation (disorder)','perinatal intestinal perforation']"
DOID: 13248,"['Mucocele of appendix (disorder)','Appendicele Mucocele','mucocele of appendix']"
DOID: 13249,"['Pneumatosis cystoides intestinalis (disorder)','pneumatosis cystoides intestinalis']"
DOID: 10611,"['Enteropathy, exudative','Protein-losing enteropathy (disorder)','Exudative enteropathy (disorder)','protein-losing enteropathy']"
DOID: 1285,['rectal disease']
DOID: 3128,"['Solitary anal ulcer','anal ulcer','Nontraumatic tear of anus','anal fissure','anus disease','fissure in ano','anal fissure and fistula','anal disease','Ulcer of anus']"
DOID: 11014,"['Stenosis of rectum and anus','Stenosis of rectum and anus NOS (disorder)','anorectal stricture','Anorectal stricture (disorder)','Stenosis of rectum and anus (disorder)']"
DOID: 1283,"['vaginal enterocele','enterocele']"
DOID: 9307,"['Procidentia, rectum','rectal prolapse']"
DOID: 13662,"['ulcer of anus and rectum','anal and rectal ulcer NOS (disorder)']"
DOID: 10605,"['short bowel syndrome','short gut syndrome','acquired short bowel syndrome']"
DOID: 0090019,"['phytosterolemia','sitosterolemia']"
DOID: 11223,"['Diverticulosis of small intestine with hemorrhage','small intestine diverticulitis']"
DOID: 10602,"['steatorrhea','Fatty stool (finding)']"
DOID: 10607,"['Tropical steatorrhea','Sprue - tropical','tropical sprue']"
DOID: 4331,"['Orodynia','burning mouth syndrome','Stomatopyrosis']"
DOID: 1761,"['Melkersson-Rosenthal syndrome','Cheilitis granulomatosa of Mescher-Melkersson-Rosenthal','Melkersson's syndrome']"
DOID: 0060312,"['angular stomatitis','commissural cheilitis','angular cheilitis','angular cheilosis']"
DOID: 4557,"['Leukedema of mouth','oral leukoedema']"
DOID: 9655,['oral mucosa leukoplakia']
DOID: 5773,"['Oral cavity Submucous Fibrosis','Oral submucosal fibrosis (disorder)','oral submucous fibrosis','Oral submucosal fibrosis, including of tongue']"
DOID: 10854,"['Non-neoplastic Salivary gland disease','salivary gland disease','Salivary gland disease']"
DOID: 12899,"['benign lymphoepithelial lesion of salivary gland (disorder)','benign lymphoepithelial lesion of salivary gland','Godwin tumor']"
DOID: 12904,"['Salivary Cyst','Mucous retention cyst of salivary gland','Salivary gland mucocele','mucocele of salivary gland','Ranula']"
DOID: 12901,"['Necrotizing sialometaplasia (disorder)','necrotizing sialometaplasia']"
DOID: 10301,['parotitis']
DOID: 10303,"['sialadenitis','Sialoadenitis']"
DOID: 12905,"['Salivary gland Stone','sialolithiasis','Sialolith','Stone of salivary gland or duct']"
DOID: 9637,['stomatitis']
DOID: 9663,"['Aphtha','Oral aphthae','Canker sore','Aphthous ulceration (disorder)','oral ulcer','Oral aphthous ulcer','aphthous stomatitis']"
DOID: 11875,"['denture stomatitis','Denture sore mouth']"
DOID: 9673,['ulcerative stomatitis']
DOID: 0060604,"['tongue-tie','ankyloglossia']"
DOID: 11514,"['Tongue, Fissured','geographic tongue and fissured tongue','Furrowed tongue','fissured tongue','Congenital plicated tongue','Congenital fissure of tongue','lingua plicata','Plicated tongue','Fissure of tongue','scrotal tongue','Fissure of tongue, congenital']"
DOID: 1453,"['atrophic glossitis','smooth atrophic tongue','Atrophy of tongue papillae','Hunter's glossitis','Glossitis, Hunter's']"
DOID: 1455,"['geographic tongue','benign migratory glossitis','Glossitis areata exfoliativa','Pityriasis linguae']"
DOID: 14111,"['median rhomboid glossitis','Persistent tuberculum impar (disorder)']"
DOID: 13500,"['Hairy Tongue','Overgrowth of filiform papillae (disorder)','hairy tongue']"
DOID: 13333,"['Tongue papillary hypertrophy NOS (disorder)','hypertrophy of tongue papillae','hypertrophy of tongue papillae (disorder)']"
DOID: 1091,"['tooth disease','dental disorder']"
DOID: 13714,"['Developmental absence of tooth','Total anodontia of permanent and deciduous teeth','Complete absence of teeth','anodontia']"
DOID: 0060324,['dental abscess']
DOID: 13711,"['Intrinsic enamel discolouration of fluorosis','Mottled teeth','Mottling of enamel','dental fluorosis']"
DOID: 5330,"['disorder of pulp of tooth (disorder)','pulp disorder','Dental pulp disorder','dental pulp disease']"
DOID: 5608,"['pulp calcifications','pulpal calcifications','dental pulp calcification','pulp calcification']"
DOID: 11623,"['pulp necrosis','necrosis of the pulp NOS (disorder)','necrosis of the pulp','dental pulp necrosis','necrotic pulp']"
DOID: 4154,['dentinogenesis imperfecta']
DOID: 3388,"['Periodontal disease (disorder)','disease of supporting structures of teeth, NOS','periodontium disorder','Periodontal disease','periodontal disease']"
DOID: 3389,"['Papillon-Lefevre disease','Papillon Lefevre syndrome','Papillon-Lefvre syndrome (disorder)']"
DOID: 3086,"['Gingival enlargement NOS (disorder)','Gingival enlargement NOS','Gingival enlargement (disorder)','gingival overgrowth']"
DOID: 5337,"['epulis','polyp of Gum','epulides','Gingival polyp']"
DOID: 7280,"['Congenital Epulis','congenital epulis','Congenital Epulides']"
DOID: 0060466,"['hereditary gingival hyperplasia','gingival fibromatosis','hereditary gingival fibromatosis']"
DOID: 0080280,['gingival fibromatosis 5']
DOID: 5338,"['hypertrophy of gingivae','gingival hypertrophy']"
DOID: 1134,"['Gingival recession (disorder)','moderate gingival recession','minimal gingival recession','gingival recession','severe gingival recession','localized gingival recession (disorder)','Gingival recession, localized','localized gingival recession','Gingival recession NOS (disorder)','Gingival recession, unspecified','Gingival recession']"
DOID: 3087,"['gingivitis','acute gingivitis','chronic gingivitis']"
DOID: 13924,"['acute necrotising ulcerative gingivostomatitis','acute necrotising ulcerative gingivostomatitis [Ambiguous]','acute necrotising ulcerative gingivitis [Ambiguous]','acute ulceromembranous gingivitis','Vincent's angina NOS','(Vincent's angina) or (trench mouth)','Vincent's angina','Vincent's infection, any site','Vincent's Angina','necrotizing ulcerative gingivitis','acute necrotizing ulcerative gingivostomatitis (disorder)','Trench mouth','Vincent's angina - pharyngitis (disorder)','Vincent's disease','Vincent angina','acute necrotising ulcerative gingivitis','Angina - Vincents','early acute necrotising gingivitis','ANUG','acute necrotizing ulcerative gingivitis']"
DOID: 824,"['chronic pericementitis','periodontitis']"
DOID: 10423,"['acute periodontitis (disorder)','acute Periodontitis','acute periodontitis','acute periodontitis NOS (disorder)','acute pericementitis (disorder)','acute pericementitis']"
DOID: 1474,"['aggressive periodontitis','juvenile periodontitis']"
DOID: 823,"['Apical periodontitis (disorder)','Apical periodontitis NOS','periapical periodontitis']"
DOID: 11693,"['acute apical periodontitis','acute apical periodontitis of pulpal origin (disorder)','acute apical periodontitis of pulpal origin']"
DOID: 11269,"['chronic apical periodontitis','chronic apical periodontitis NOS (disorder)','chronic apical periodontitis (disorder)']"
DOID: 4617,"['periapical granuloma','Periapical granuloma','Apical granuloma (disorder)']"
DOID: 2562,"['Apical abscess','Suppurative apical periodontitis','Periapical abscess (disorder)','suppurative periapical periodontitis','Dentoalveolar abscess']"
DOID: 216,"['Dental caries pit and fissure','dental caries','Dental caries extending into pulp','Dental caries of smooth surface']"
DOID: 10461,"['Dentin caries, NOS','dentin caries','Compound dental caries (disorder)','Dental caries extending into dentine']"
DOID: 217,"['primary dental caries','enamel caries','Dental caries limited to enamel','simple dental cavity']"
DOID: 11736,['odontoclasia']
DOID: 14089,"['Cementum caries','root caries','Dental caries of root surface','Root caries']"
DOID: 693,"['Enamel hypoplasia','Enamel Hypoplasia','dental enamel hypoplasia','Enamel hypoplasia (disorder)']"
